호선,통행일자,역명, 이용인원 , 승차인원 , 하차인원 
2,2023-09-19,마전,8907,4358,4549
2,2023-09-19,완정,15694,8118,7576
2,2023-09-19,독정,9634,4768,4866
2,2023-09-19,검암,7597,4099,3498
2,2023-09-19,검바위,7564,3663,3901
2,2023-09-19,아시아드경기장(공촌사거리),9837,5219,4618
2,2023-09-19,서구청,17272,8538,8734
2,2023-09-19,가정(루원시티),23866,12318,11548
2,2023-09-19,가정중앙시장,12757,6133,6624
2,2023-09-19,석남(거북시장),6536,3147,3389
2,2023-09-19,서부여성회관,8158,4190,3968
2,2023-09-19,인천가좌,8803,4447,4356
2,2023-09-19,가재울,8200,4199,4001
2,2023-09-19,주안국가산단,5878,2856,3022
2,2023-09-19,주안,16561,7143,9418
2,2023-09-19,시민공원(문화창작지대),20001,10299,9702
2,2023-09-19,석바위시장,9069,4380,4689
2,2023-09-19,인천시청,6730,3226,3504
2,2023-09-19,석천사거리,9742,5116,4626
2,2023-09-19,모래내시장,16147,7821,8326
2,2023-09-19,만수,10326,5358,4968
2,2023-09-19,남동구청,9496,4934,4562
2,2023-09-19,인천대공원,5805,2954,2851
2,2023-09-19,운연(서창),2709,1475,1234
2,2023-09-20,검단오류(검단산업단지),5751,2823,2928
2,2023-09-20,왕길,5211,2593,2618
2,2023-09-20,검단사거리,16070,8453,7617
2,2023-09-20,마전,8795,4313,4482
2,2023-09-20,완정,15395,8012,7383
2,2023-09-20,독정,8759,4382,4377
2,2023-09-20,검암,7182,3871,3311
2,2023-09-20,검바위,7289,3553,3736
2,2023-09-20,아시아드경기장(공촌사거리),9410,5022,4388
2,2023-09-20,서구청,16579,8219,8360
2,2023-09-20,가정(루원시티),23247,11899,11348
2,2023-09-20,가정중앙시장,11663,5663,6000
2,2023-09-20,석남(거북시장),6089,2933,3156
2,2023-09-20,서부여성회관,7819,3954,3865
2,2023-09-20,인천가좌,8399,4249,4150
2,2023-09-20,가재울,7724,3887,3837
2,2023-09-20,주안국가산단,5857,2896,2961
2,2023-09-20,주안,15429,6575,8854
2,2023-09-20,시민공원(문화창작지대),19130,9811,9319
2,2023-09-20,석바위시장,8479,4082,4397
2,2023-09-20,인천시청,6479,3143,3336
2,2023-09-20,석천사거리,9297,4789,4508
2,2023-09-20,모래내시장,14151,6862,7289
2,2023-09-20,만수,9753,5002,4751
2,2023-09-20,남동구청,9039,4730,4309
2,2023-09-20,인천대공원,3222,1638,1584
2,2023-09-20,운연(서창),2330,1245,1085
2,2023-09-21,검단오류(검단산업단지),6042,2970,3072
2,2023-09-21,왕길,5574,2795,2779
2,2023-09-21,검단사거리,17249,9021,8228
2,2023-09-21,마전,9182,4480,4702
2,2023-09-21,완정,16303,8447,7856
2,2023-09-21,독정,9676,4879,4797
2,2023-09-21,검암,7678,4198,3480
2,2023-09-21,검바위,7684,3676,4008
2,2023-09-21,아시아드경기장(공촌사거리),9870,5253,4617
2,2023-09-21,서구청,17851,8811,9040
2,2023-09-21,가정(루원시티),24333,12423,11910
2,2023-09-21,가정중앙시장,13242,6409,6833
2,2023-09-21,석남(거북시장),6596,3186,3410
2,2023-09-21,서부여성회관,8671,4427,4244
2,2023-09-21,인천가좌,8969,4585,4384
2,2023-09-21,가재울,8362,4265,4097
2,2023-09-21,주안국가산단,5936,2873,3063
2,2023-09-21,주안,17013,7319,9694
2,2023-09-21,시민공원(문화창작지대),20056,10360,9696
2,2023-09-21,석바위시장,9043,4327,4716
2,2023-09-21,인천시청,7079,3394,3685
2,2023-09-21,석천사거리,9733,5102,4631
2,2023-09-21,모래내시장,16823,8241,8582
2,2023-09-21,만수,10494,5376,5118
2,2023-09-21,남동구청,9921,5166,4755
2,2023-09-21,인천대공원,5982,3055,2927
2,2023-09-21,운연(서창),3007,1603,1404
2,2023-09-22,검단오류(검단산업단지),5946,2891,3055
2,2023-09-22,왕길,5642,2824,2818
2,2023-09-22,검단사거리,18326,9663,8663
2,2023-09-22,마전,9446,4623,4823
2,2023-09-22,완정,16669,8667,8002
2,2023-09-22,독정,9895,5067,4828
2,2023-09-22,검암,8118,4366,3752
2,2023-09-22,검바위,7646,3673,3973
2,2023-09-22,아시아드경기장(공촌사거리),10102,5402,4700
2,2023-09-22,서구청,18395,9064,9331
2,2023-09-22,가정(루원시티),25295,13017,12278
2,2023-09-22,가정중앙시장,13641,6615,7026
2,2023-09-22,석남(거북시장),6777,3232,3545
2,2023-09-22,서부여성회관,9126,4645,4481
2,2023-09-22,인천가좌,8844,4458,4386
2,2023-09-22,가재울,8460,4330,4130
2,2023-09-22,주안국가산단,5821,2830,2991
2,2023-09-22,주안,17493,7442,10051
2,2023-09-22,시민공원(문화창작지대),20196,10383,9813
2,2023-09-22,석바위시장,9434,4561,4873
2,2023-09-22,인천시청,7259,3452,3807
2,2023-09-22,석천사거리,9899,5207,4692
2,2023-09-22,모래내시장,17646,8566,9080
2,2023-09-22,만수,10975,5704,5271
2,2023-09-22,남동구청,10158,5289,4869
2,2023-09-22,인천대공원,5948,3043,2905
2,2023-09-22,운연(서창),2806,1508,1298
2,2023-09-23,검단오류(검단산업단지),2448,1295,1153
2,2023-09-23,왕길,3324,1702,1622
2,2023-09-23,검단사거리,13725,7054,6671
2,2023-09-23,마전,6133,3057,3076
2,2023-09-23,완정,11197,5888,5309
2,2023-09-23,독정,6636,3308,3328
2,2023-09-23,검암,6091,3218,2873
2,2023-09-23,검바위,4512,2199,2313
2,2023-09-23,아시아드경기장(공촌사거리),7196,3688,3508
2,2023-09-23,서구청,11463,5827,5636
2,2023-09-23,가정(루원시티),15518,8006,7512
2,2023-09-23,가정중앙시장,10901,5353,5548
2,2023-09-23,석남(거북시장),4925,2337,2588
2,2023-09-23,서부여성회관,6578,3363,3215
2,2023-09-23,인천가좌,5188,2642,2546
2,2023-09-23,가재울,4796,2432,2364
2,2023-09-23,주안국가산단,1858,877,981
2,2023-09-23,주안,13519,5485,8034
2,2023-09-23,시민공원(문화창작지대),14094,7246,6848
2,2023-09-23,석바위시장,6497,3145,3352
2,2023-09-23,인천시청,5000,2313,2687
2,2023-09-23,석천사거리,6724,3560,3164
2,2023-09-23,모래내시장,14353,6951,7402
2,2023-09-23,만수,7881,4112,3769
2,2023-09-23,남동구청,6089,3239,2850
2,2023-09-23,인천대공원,7133,3612,3521
2,2023-09-23,운연(서창),1797,957,840
2,2023-09-24,검단오류(검단산업단지),1531,729,802
2,2023-09-24,왕길,2164,1131,1033
2,2023-09-24,검단사거리,10318,5131,5187
2,2023-09-24,마전,4375,2144,2231
2,2023-09-24,완정,7275,3730,3545
2,2023-09-24,독정,4230,2136,2094
2,2023-09-24,검암,4272,2236,2036
2,2023-09-24,검바위,3013,1438,1575
2,2023-09-24,아시아드경기장(공촌사거리),5349,2799,2550
2,2023-09-24,서구청,7913,4007,3906
2,2023-09-24,가정(루원시티),10708,5454,5254
2,2023-09-24,가정중앙시장,8264,4090,4174
2,2023-09-24,석남(거북시장),3425,1619,1806
2,2023-09-24,서부여성회관,5081,2607,2474
2,2023-09-24,인천가좌,3404,1705,1699
2,2023-09-24,가재울,3489,1748,1741
2,2023-09-24,주안국가산단,815,399,416
2,2023-09-24,주안,9964,4118,5846
2,2023-09-24,시민공원(문화창작지대),10628,5457,5171
2,2023-09-24,석바위시장,5135,2504,2631
2,2023-09-24,인천시청,3725,1759,1966
2,2023-09-24,석천사거리,4827,2540,2287
2,2023-09-24,모래내시장,11015,5372,5643
2,2023-09-24,만수,6313,3213,3100
2,2023-09-24,남동구청,4482,2328,2154
2,2023-09-24,인천대공원,7344,3638,3706
2,2023-09-24,운연(서창),1500,802,698
2,2023-09-25,검단오류(검단산업단지),5791,2793,2998
2,2023-09-25,왕길,5538,2816,2722
2,2023-09-25,검단사거리,17143,9039,8104
2,2023-09-25,마전,8995,4380,4615
2,2023-09-25,완정,16191,8417,7774
2,2023-09-25,독정,9771,4839,4932
2,2023-09-25,검암,7580,4154,3426
2,2023-09-25,검바위,7531,3647,3884
2,2023-09-25,아시아드경기장(공촌사거리),9781,5211,4570
2,2023-09-25,서구청,17909,8937,8972
2,2023-09-25,가정(루원시티),23841,12375,11466
2,2023-09-25,가정중앙시장,13579,6621,6958
2,2023-09-25,석남(거북시장),6478,3123,3355
2,2023-09-25,서부여성회관,8067,4177,3890
2,2023-09-25,인천가좌,8569,4312,4257
2,2023-09-25,가재울,8138,4134,4004
2,2023-09-25,주안국가산단,5830,2881,2949
2,2023-09-25,주안,16382,7118,9264
2,2023-09-25,시민공원(문화창작지대),19774,10098,9676
2,2023-09-25,석바위시장,9429,4521,4908
2,2023-09-25,인천시청,6677,3183,3494
2,2023-09-25,석천사거리,9789,5071,4718
2,2023-09-25,모래내시장,17344,8443,8901
2,2023-09-25,만수,10349,5408,4941
2,2023-09-25,남동구청,9707,5093,4614
2,2023-09-25,인천대공원,4963,2526,2437
2,2023-09-25,운연(서창),2626,1391,1235
2,2023-09-26,검단오류(검단산업단지),5609,2743,2866
2,2023-09-26,왕길,5219,2617,2602
2,2023-09-26,검단사거리,16302,8525,7777
2,2023-09-26,마전,8874,4292,4582
2,2023-09-26,완정,15282,7936,7346
2,2023-09-26,독정,9113,4594,4519
2,2023-09-26,검암,7349,3925,3424
2,2023-09-26,검바위,7420,3591,3829
2,2023-09-26,아시아드경기장(공촌사거리),9387,4992,4395
2,2023-09-26,서구청,16739,8276,8463
2,2023-09-26,가정(루원시티),23156,11898,11258
2,2023-09-26,가정중앙시장,12828,6200,6628
2,2023-09-26,석남(거북시장),6066,2932,3134
2,2023-09-26,서부여성회관,7804,3994,3810
2,2023-09-26,인천가좌,8387,4222,4165
2,2023-09-26,가재울,7908,3942,3966
2,2023-09-26,주안국가산단,5825,2805,3020
2,2023-09-26,주안,15807,6824,8983
2,2023-09-26,시민공원(문화창작지대),18982,9732,9250
2,2023-09-26,석바위시장,8800,4263,4537
2,2023-09-26,인천시청,6644,3212,3432
2,2023-09-26,석천사거리,9344,4849,4495
2,2023-09-26,모래내시장,15419,7502,7917
2,2023-09-26,만수,9560,5000,4560
2,2023-09-26,남동구청,8975,4719,4256
2,2023-09-26,인천대공원,3125,1581,1544
2,2023-09-26,운연(서창),2320,1260,1060
2,2023-09-27,검단오류(검단산업단지),5293,2602,2691
2,2023-09-27,왕길,5184,2562,2622
2,2023-09-27,검단사거리,17812,9251,8561
2,2023-09-27,마전,8860,4307,4553
2,2023-09-27,완정,15834,8247,7587
2,2023-09-27,독정,9834,4954,4880
2,2023-09-27,검암,7416,4092,3324
2,2023-09-27,검바위,7620,3721,3899
2,2023-09-27,아시아드경기장(공촌사거리),9648,5164,4484
2,2023-09-27,서구청,17390,8574,8816
2,2023-09-27,가정(루원시티),23489,12058,11431
2,2023-09-27,가정중앙시장,15145,7284,7861
2,2023-09-27,석남(거북시장),6471,3097,3374
2,2023-09-27,서부여성회관,8461,4344,4117
2,2023-09-27,인천가좌,8444,4259,4185
2,2023-09-27,가재울,8054,4110,3944
2,2023-09-27,주안국가산단,5633,2725,2908
2,2023-09-27,주안,16795,7148,9647
2,2023-09-27,시민공원(문화창작지대),19775,10193,9582
2,2023-09-27,석바위시장,9124,4400,4724
2,2023-09-27,인천시청,6811,3242,3569
2,2023-09-27,석천사거리,9726,5033,4693
2,2023-09-27,모래내시장,18151,8694,9457
2,2023-09-27,만수,10360,5452,4908
2,2023-09-27,남동구청,9390,4939,4451
2,2023-09-27,인천대공원,4500,2275,2225
2,2023-09-27,운연(서창),2541,1382,1159
2,2023-09-28,검단오류(검단산업단지),1682,948,734
2,2023-09-28,왕길,1725,864,861
2,2023-09-28,검단사거리,9843,5069,4774
2,2023-09-28,마전,3748,1812,1936
2,2023-09-28,완정,6072,3175,2897
2,2023-09-28,독정,4484,2263,2221
2,2023-09-28,검암,3473,1828,1645
2,2023-09-28,검바위,2725,1351,1374
2,2023-09-28,아시아드경기장(공촌사거리),4552,2492,2060
2,2023-09-28,서구청,7025,3481,3544
2,2023-09-28,가정(루원시티),8322,4336,3986
2,2023-09-28,가정중앙시장,9446,4577,4869
2,2023-09-28,석남(거북시장),3021,1451,1570
2,2023-09-28,서부여성회관,4650,2400,2250
2,2023-09-28,인천가좌,3054,1527,1527
2,2023-09-28,가재울,2564,1298,1266
2,2023-09-28,주안국가산단,648,347,301
2,2023-09-28,주안,8681,3702,4979
2,2023-09-28,시민공원(문화창작지대),7792,3998,3794
2,2023-09-28,석바위시장,4171,1978,2193
2,2023-09-28,인천시청,2898,1373,1525
2,2023-09-28,석천사거리,3701,1911,1790
2,2023-09-28,모래내시장,11175,5376,5799
2,2023-09-28,만수,5132,2664,2468
2,2023-09-28,남동구청,3751,1942,1809
2,2023-09-28,인천대공원,4480,2216,2264
2,2023-09-28,운연(서창),1127,603,524
2,2023-09-29,검단오류(검단산업단지),1674,1008,666
2,2023-09-29,왕길,1220,636,584
2,2023-09-29,검단사거리,8504,4368,4136
2,2023-09-29,마전,2863,1407,1456
2,2023-09-29,완정,4653,2422,2231
2,2023-09-29,독정,3468,1765,1703
2,2023-09-29,검암,2865,1571,1294
2,2023-09-29,검바위,2116,1091,1025
2,2023-09-29,아시아드경기장(공촌사거리),3643,1957,1686
2,2023-09-29,서구청,5239,2614,2625
2,2023-09-29,가정(루원시티),6481,3386,3095
2,2023-09-29,가정중앙시장,5208,2570,2638
2,2023-09-29,석남(거북시장),2633,1245,1388
2,2023-09-29,서부여성회관,4128,2084,2044
2,2023-09-29,인천가좌,2812,1418,1394
2,2023-09-29,가재울,2329,1183,1146
2,2023-09-29,주안국가산단,379,193,186
2,2023-09-29,주안,8128,3298,4830
2,2023-09-29,시민공원(문화창작지대),6473,3316,3157
2,2023-09-29,석바위시장,2663,1323,1340
2,2023-09-29,인천시청,2128,931,1197
2,2023-09-29,석천사거리,3013,1565,1448
2,2023-09-29,모래내시장,5943,2894,3049
2,2023-09-29,만수,4301,2232,2069
2,2023-09-29,남동구청,2897,1481,1416
2,2023-09-29,인천대공원,5036,2564,2472
2,2023-09-29,운연(서창),1027,536,491
2,2023-09-30,검단오류(검단산업단지),1498,773,725
2,2023-09-30,왕길,1674,866,808
2,2023-09-30,검단사거리,9451,4667,4784
2,2023-09-30,마전,3436,1701,1735
2,2023-09-30,완정,5981,3076,2905
2,2023-09-30,독정,3798,1912,1886
2,2023-09-30,검암,3522,1948,1574
2,2023-09-30,검바위,2363,1165,1198
2,2023-09-30,아시아드경기장(공촌사거리),3956,2137,1819
2,2023-09-30,서구청,6448,3113,3335
2,2023-09-30,가정(루원시티),8289,4263,4026
2,2023-09-30,가정중앙시장,5823,2943,2880
2,2023-09-30,석남(거북시장),2989,1418,1571
2,2023-09-30,서부여성회관,4436,2252,2184
2,2023-09-30,인천가좌,2896,1517,1379
2,2023-09-30,가재울,2638,1346,1292
2,2023-09-30,주안국가산단,445,209,236
2,2023-09-30,주안,8552,3402,5150
2,2023-09-30,시민공원(문화창작지대),7681,4000,3681
2,2023-09-30,석바위시장,3142,1608,1534
2,2023-09-30,인천시청,2614,1240,1374
2,2023-09-30,석천사거리,3729,1986,1743
2,2023-09-30,모래내시장,7101,3487,3614
2,2023-09-30,만수,4799,2518,2281
2,2023-09-30,남동구청,3304,1721,1583
2,2023-09-30,인천대공원,5385,2682,2703
2,2023-09-30,운연(서창),1149,611,538
2,2023-10-01,검단오류(검단산업단지),1699,854,845
2,2023-10-01,왕길,2068,1077,991
2,2023-10-01,검단사거리,10575,5333,5242
2,2023-10-01,마전,4156,2116,2040
2,2023-10-01,완정,7287,3677,3610
2,2023-10-01,독정,4462,2217,2245
2,2023-10-01,검암,4350,2326,2024
2,2023-10-01,검바위,2904,1412,1492
2,2023-10-01,아시아드경기장(공촌사거리),4582,2475,2107
2,2023-10-01,서구청,7316,3604,3712
2,2023-10-01,가정(루원시티),10206,5244,4962
2,2023-10-01,가정중앙시장,6953,3425,3528
2,2023-10-01,석남(거북시장),3544,1695,1849
2,2023-10-01,서부여성회관,5155,2660,2495
2,2023-10-01,인천가좌,3406,1751,1655
2,2023-10-01,가재울,3420,1709,1711
2,2023-10-01,주안국가산단,566,288,278
2,2023-10-01,주안,9816,4032,5784
2,2023-10-01,시민공원(문화창작지대),10241,5156,5085
2,2023-10-01,석바위시장,4335,2103,2232
2,2023-10-01,인천시청,3333,1553,1780
2,2023-10-01,석천사거리,4634,2523,2111
2,2023-10-01,모래내시장,9747,4805,4942
2,2023-10-01,만수,5984,3041,2943
2,2023-10-01,남동구청,4133,2137,1996
2,2023-10-01,인천대공원,9512,4744,4768
2,2023-10-01,운연(서창),1506,792,714
2,2023-10-02,검단오류(검단산업단지),1768,872,896
2,2023-10-02,왕길,2410,1241,1169
2,2023-10-02,검단사거리,11873,5984,5889
2,2023-10-02,마전,4586,2286,2300
2,2023-10-02,완정,8672,4452,4220
2,2023-10-02,독정,5176,2589,2587
2,2023-10-02,검암,5075,2768,2307
2,2023-10-02,검바위,3193,1506,1687
2,2023-10-02,아시아드경기장(공촌사거리),5248,2823,2425
2,2023-10-02,서구청,9178,4599,4579
2,2023-10-02,가정(루원시티),11674,5977,5697
2,2023-10-02,가정중앙시장,8462,4197,4265
2,2023-10-02,석남(거북시장),4004,1875,2129
2,2023-10-02,서부여성회관,5160,2660,2500
2,2023-10-02,인천가좌,4416,2272,2144
2,2023-10-02,가재울,3871,1944,1927
2,2023-10-02,주안국가산단,1022,477,545
2,2023-10-02,주안,10687,4400,6287
2,2023-10-02,시민공원(문화창작지대),11915,6154,5761
2,2023-10-02,석바위시장,5214,2541,2673
2,2023-10-02,인천시청,3776,1771,2005
2,2023-10-02,석천사거리,5438,2911,2527
2,2023-10-02,모래내시장,11466,5671,5795
2,2023-10-02,만수,6742,3541,3201
2,2023-10-02,남동구청,4926,2551,2375
2,2023-10-02,인천대공원,9801,4864,4937
2,2023-10-02,운연(서창),1646,849,797
2,2023-10-03,검단오류(검단산업단지),1610,763,847
2,2023-10-03,왕길,2304,1173,1131
2,2023-10-03,검단사거리,9959,5030,4929
2,2023-10-03,마전,4207,2111,2096
2,2023-10-03,완정,7649,3895,3754
2,2023-10-03,독정,4595,2322,2273
2,2023-10-03,검암,4698,2468,2230
2,2023-10-03,검바위,2944,1403,1541
2,2023-10-03,아시아드경기장(공촌사거리),5001,2716,2285
2,2023-10-03,서구청,7982,3963,4019
2,2023-10-03,가정(루원시티),10506,5398,5108
2,2023-10-03,가정중앙시장,7546,3718,3828
2,2023-10-03,석남(거북시장),3670,1712,1958
2,2023-10-03,서부여성회관,4615,2372,2243
2,2023-10-03,인천가좌,3479,1744,1735
2,2023-10-03,가재울,3679,1895,1784
2,2023-10-03,주안국가산단,1140,537,603
2,2023-10-03,주안,9821,4140,5681
2,2023-10-03,시민공원(문화창작지대),10087,5179,4908
2,2023-10-03,석바위시장,4732,2326,2406
2,2023-10-03,인천시청,3428,1623,1805
2,2023-10-03,석천사거리,4910,2628,2282
2,2023-10-03,모래내시장,10730,5234,5496
2,2023-10-03,만수,6018,3095,2923
2,2023-10-03,남동구청,4644,2460,2184
2,2023-10-03,인천대공원,9524,4724,4800
2,2023-10-03,운연(서창),1481,773,708
2,2023-10-04,검단오류(검단산업단지),5788,2872,2916
2,2023-10-04,왕길,5347,2687,2660
2,2023-10-04,검단사거리,16684,8756,7928
2,2023-10-04,마전,8954,4374,4580
2,2023-10-04,완정,15920,8221,7699
2,2023-10-04,독정,9358,4734,4624
2,2023-10-04,검암,7748,4258,3490
2,2023-10-04,검바위,7382,3563,3819
2,2023-10-04,아시아드경기장(공촌사거리),9483,4979,4504
2,2023-10-04,서구청,16878,8379,8499
2,2023-10-04,가정(루원시티),23431,12009,11422
2,2023-10-04,가정중앙시장,12265,5977,6288
2,2023-10-04,석남(거북시장),6496,3142,3354
2,2023-10-04,서부여성회관,8114,4170,3944
2,2023-10-04,인천가좌,8584,4353,4231
2,2023-10-04,가재울,8235,4188,4047
2,2023-10-04,주안국가산단,5772,2830,2942
2,2023-10-04,주안,16107,6992,9115
2,2023-10-04,시민공원(문화창작지대),19889,10154,9735
2,2023-10-04,석바위시장,9098,4353,4745
2,2023-10-04,인천시청,6856,3299,3557
2,2023-10-04,석천사거리,9533,4939,4594
2,2023-10-04,모래내시장,15653,7589,8064
2,2023-10-04,만수,10305,5319,4986
2,2023-10-04,남동구청,9310,4840,4470
2,2023-10-04,인천대공원,5519,2797,2722
2,2023-10-04,운연(서창),2534,1340,1194
2,2023-10-05,검단오류(검단산업단지),5828,2871,2957
2,2023-10-05,왕길,5433,2742,2691
2,2023-10-05,검단사거리,16826,8792,8034
2,2023-10-05,마전,9085,4411,4674
2,2023-10-05,완정,16069,8298,7771
2,2023-10-05,독정,9409,4737,4672
2,2023-10-05,검암,8450,4642,3808
2,2023-10-05,검바위,7588,3658,3930
2,2023-10-05,아시아드경기장(공촌사거리),9815,5151,4664
2,2023-10-05,서구청,17423,8671,8752
2,2023-10-05,가정(루원시티),24298,12359,11939
2,2023-10-05,가정중앙시장,12754,6190,6564
2,2023-10-05,석남(거북시장),6357,3068,3289
2,2023-10-05,서부여성회관,8354,4269,4085
2,2023-10-05,인천가좌,8741,4444,4297
2,2023-10-05,가재울,8288,4254,4034
2,2023-10-05,주안국가산단,5842,2872,2970
2,2023-10-05,주안,16612,7139,9473
2,2023-10-05,시민공원(문화창작지대),19959,10207,9752
2,2023-10-05,석바위시장,9050,4381,4669
2,2023-10-05,인천시청,6968,3339,3629
2,2023-10-05,석천사거리,9750,5045,4705
2,2023-10-05,모래내시장,16174,7862,8312
2,2023-10-05,만수,10359,5374,4985
2,2023-10-05,남동구청,9675,5048,4627
2,2023-10-05,인천대공원,6013,3077,2936
2,2023-10-05,운연(서창),2697,1457,1240
2,2023-10-06,검단오류(검단산업단지),5876,2898,2978
2,2023-10-06,왕길,5436,2751,2685
2,2023-10-06,검단사거리,18220,9545,8675
2,2023-10-06,마전,9061,4482,4579
2,2023-10-06,완정,16463,8515,7948
2,2023-10-06,독정,9477,4784,4693
2,2023-10-06,검암,8579,4731,3848
2,2023-10-06,검바위,7560,3661,3899
2,2023-10-06,아시아드경기장(공촌사거리),9680,5163,4517
2,2023-10-06,서구청,18507,9114,9393
2,2023-10-06,가정(루원시티),24993,12792,12201
2,2023-10-06,가정중앙시장,13311,6522,6789
2,2023-10-06,석남(거북시장),6595,3141,3454
2,2023-10-06,서부여성회관,8870,4499,4371
2,2023-10-06,인천가좌,8912,4526,4386
2,2023-10-06,가재울,8616,4430,4186
2,2023-10-06,주안국가산단,5938,2907,3031
2,2023-10-06,주안,17186,7331,9855
2,2023-10-06,시민공원(문화창작지대),20314,10406,9908
2,2023-10-06,석바위시장,9255,4497,4758
2,2023-10-06,인천시청,7285,3472,3813
2,2023-10-06,석천사거리,9873,5154,4719
2,2023-10-06,모래내시장,17113,8339,8774
2,2023-10-06,만수,10902,5620,5282
2,2023-10-06,남동구청,9793,5191,4602
2,2023-10-06,인천대공원,6744,3409,3335
2,2023-10-06,운연(서창),2757,1475,1282
2,2023-10-07,검단오류(검단산업단지),2413,1280,1133
2,2023-10-07,왕길,3250,1670,1580
2,2023-10-07,검단사거리,13979,7222,6757
2,2023-10-07,마전,5903,2936,2967
2,2023-10-07,완정,10548,5508,5040
2,2023-10-07,독정,6194,3120,3074
2,2023-10-07,검암,6062,3201,2861
2,2023-10-07,검바위,3980,1994,1986
2,2023-10-07,아시아드경기장(공촌사거리),7138,3654,3484
2,2023-10-07,서구청,11153,5639,5514
2,2023-10-07,가정(루원시티),15199,7894,7305
2,2023-10-07,가정중앙시장,10113,5023,5090
2,2023-10-07,석남(거북시장),4947,2375,2572
2,2023-10-07,서부여성회관,6364,3277,3087
2,2023-10-07,인천가좌,5225,2671,2554
2,2023-10-07,가재울,4726,2412,2314
2,2023-10-07,주안국가산단,1675,820,855
2,2023-10-07,주안,13610,5584,8026
2,2023-10-07,시민공원(문화창작지대),14140,7246,6894
2,2023-10-07,석바위시장,6475,3154,3321
2,2023-10-07,인천시청,4856,2295,2561
2,2023-10-07,석천사거리,6335,3328,3007
2,2023-10-07,모래내시장,13810,6768,7042
2,2023-10-07,만수,7803,4090,3713
2,2023-10-07,남동구청,5866,3096,2770
2,2023-10-07,인천대공원,8016,3988,4028
2,2023-10-07,운연(서창),1782,953,829
2,2023-10-08,검단오류(검단산업단지),1519,780,739
2,2023-10-08,왕길,2152,1118,1034
2,2023-10-08,검단사거리,10183,5077,5106
2,2023-10-08,마전,4182,2017,2165
2,2023-10-08,완정,7685,3988,3697
2,2023-10-08,독정,4239,2142,2097
2,2023-10-08,검암,4477,2293,2184
2,2023-10-08,검바위,3071,1499,1572
2,2023-10-08,아시아드경기장(공촌사거리),5303,2747,2556
2,2023-10-08,서구청,8558,4234,4324
2,2023-10-08,가정(루원시티),10882,5493,5389
2,2023-10-08,가정중앙시장,7688,3825,3863
2,2023-10-08,석남(거북시장),3484,1687,1797
2,2023-10-08,서부여성회관,5213,2717,2496
2,2023-10-08,인천가좌,3564,1784,1780
2,2023-10-08,가재울,3580,1859,1721
2,2023-10-08,주안국가산단,736,377,359
2,2023-10-08,주안,10619,4342,6277
2,2023-10-08,시민공원(문화창작지대),10853,5544,5309
2,2023-10-08,석바위시장,5149,2573,2576
2,2023-10-08,인천시청,3762,1769,1993
2,2023-10-08,석천사거리,4887,2574,2313
2,2023-10-08,모래내시장,10546,5190,5356
2,2023-10-08,만수,6275,3236,3039
2,2023-10-08,남동구청,4641,2441,2200
2,2023-10-08,인천대공원,7580,3742,3838
2,2023-10-08,운연(서창),1447,765,682
2,2023-10-09,검단오류(검단산업단지),1868,889,979
2,2023-10-09,왕길,2366,1239,1127
2,2023-10-09,검단사거리,10189,5135,5054
2,2023-10-09,마전,4220,2046,2174
2,2023-10-09,완정,7726,3962,3764
2,2023-10-09,독정,4839,2427,2412
2,2023-10-09,검암,4650,2426,2224
2,2023-10-09,검바위,3086,1464,1622
2,2023-10-09,아시아드경기장(공촌사거리),5046,2677,2369
2,2023-10-09,서구청,8889,4478,4411
2,2023-10-09,가정(루원시티),10866,5547,5319
2,2023-10-09,가정중앙시장,8248,4039,4209
2,2023-10-09,석남(거북시장),3812,1828,1984
2,2023-10-09,서부여성회관,4712,2410,2302
2,2023-10-09,인천가좌,3734,1869,1865
2,2023-10-09,가재울,3901,1970,1931
2,2023-10-09,주안국가산단,1355,630,725
2,2023-10-09,주안,10097,4175,5922
2,2023-10-09,시민공원(문화창작지대),10752,5556,5196
2,2023-10-09,석바위시장,5193,2559,2634
2,2023-10-09,인천시청,3615,1714,1901
2,2023-10-09,석천사거리,4903,2569,2334
2,2023-10-09,모래내시장,11387,5512,5875
2,2023-10-09,만수,6129,3204,2925
2,2023-10-09,남동구청,4734,2463,2271
2,2023-10-09,인천대공원,8565,4259,4306
2,2023-10-09,운연(서창),1546,815,731
2,2023-10-10,검단오류(검단산업단지),5970,2941,3029
2,2023-10-10,왕길,5462,2747,2715
2,2023-10-10,검단사거리,17616,9284,8332
2,2023-10-10,마전,9175,4449,4726
2,2023-10-10,완정,16455,8576,7879
2,2023-10-10,독정,9825,4904,4921
2,2023-10-10,검암,8594,4706,3888
2,2023-10-10,검바위,7621,3634,3987
2,2023-10-10,아시아드경기장(공촌사거리),9708,5149,4559
2,2023-10-10,서구청,18133,9044,9089
2,2023-10-10,가정(루원시티),24693,12644,12049
2,2023-10-10,가정중앙시장,12784,6219,6565
2,2023-10-10,석남(거북시장),6330,3077,3253
2,2023-10-10,서부여성회관,8528,4373,4155
2,2023-10-10,인천가좌,8807,4445,4362
2,2023-10-10,가재울,8503,4284,4219
2,2023-10-10,주안국가산단,5900,2883,3017
2,2023-10-10,주안,16810,7197,9613
2,2023-10-10,시민공원(문화창작지대),20333,10427,9906
2,2023-10-10,석바위시장,9253,4523,4730
