호선,통행일자,역명, 이용인원 , 승차인원 , 하차인원 
1,2023-09-27,인천터미널,35287,16401,18886
1,2023-09-27,문학경기장,12625,6035,6590
1,2023-09-27,선학,13164,6722,6442
1,2023-09-27,신연수,11909,6102,5807
1,2023-09-27,원인재,5924,3156,2768
1,2023-09-27,동춘,22401,10673,11728
1,2023-09-27,동막,10969,5860,5109
1,2023-09-27,캠퍼스타운,13565,7313,6252
1,2023-09-27,테크노파크,22234,11247,10987
1,2023-09-27,지식정보단지,10368,5108,5260
1,2023-09-27,인천대입구,18335,9491,8844
1,2023-09-27,센트럴파크(재외동포청),7763,3747,4016
1,2023-09-27,국제업무지구,3362,1705,1657
1,2023-09-27,송도달빛축제공원,10178,5018,5160
1,2023-09-28,계양,4172,1936,2236
1,2023-09-28,귤현,940,429,511
1,2023-09-28,박촌,3544,1848,1696
1,2023-09-28,임학,7811,3885,3926
1,2023-09-28,계산,10700,5399,5301
1,2023-09-28,경인교대입구,5876,2979,2897
1,2023-09-28,작전,12041,6053,5988
1,2023-09-28,갈산,5710,2970,2740
1,2023-09-28,부평구청,5989,2922,3067
1,2023-09-28,부평시장,13363,6652,6711
1,2023-09-28,부평,8136,3987,4149
1,2023-09-28,동수,3726,1941,1785
1,2023-09-28,부평삼거리,9156,4516,4640
1,2023-09-28,간석오거리,10443,5527,4916
1,2023-09-28,인천시청,4232,2212,2020
1,2023-09-28,예술회관,10156,5048,5108
1,2023-09-28,인천터미널,21574,9415,12159
1,2023-09-28,문학경기장,906,458,448
1,2023-09-28,선학,6948,3509,3439
1,2023-09-28,신연수,4397,2286,2111
1,2023-09-28,원인재,2299,1223,1076
1,2023-09-28,동춘,11664,5687,5977
1,2023-09-28,동막,3882,2020,1862
1,2023-09-28,캠퍼스타운,5191,2886,2305
1,2023-09-28,테크노파크,13107,6574,6533
1,2023-09-28,지식정보단지,2380,1308,1072
1,2023-09-28,인천대입구,6152,3380,2772
1,2023-09-28,센트럴파크(재외동포청),5194,2552,2642
1,2023-09-28,국제업무지구,514,278,236
1,2023-09-28,송도달빛축제공원,4922,2514,2408
1,2023-09-29,계양,3440,1574,1866
1,2023-09-29,귤현,850,411,439
1,2023-09-29,박촌,3349,1766,1583
1,2023-09-29,임학,6637,3334,3303
1,2023-09-29,계산,9924,5021,4903
1,2023-09-29,경인교대입구,5145,2534,2611
1,2023-09-29,작전,11141,5646,5495
1,2023-09-29,갈산,5088,2650,2438
1,2023-09-29,부평구청,5587,2794,2793
1,2023-09-29,부평시장,9763,4881,4882
1,2023-09-29,부평,5788,2798,2990
1,2023-09-29,동수,3318,1681,1637
1,2023-09-29,부평삼거리,21995,11101,10894
1,2023-09-29,간석오거리,9598,5085,4513
1,2023-09-29,인천시청,3943,2111,1832
1,2023-09-29,예술회관,8151,3813,4338
1,2023-09-29,인천터미널,14901,7002,7899
1,2023-09-29,문학경기장,710,376,334
1,2023-09-29,선학,6014,2994,3020
1,2023-09-29,신연수,3938,2053,1885
1,2023-09-29,원인재,2195,1143,1052
1,2023-09-29,동춘,9407,4682,4725
1,2023-09-29,동막,2957,1647,1310
1,2023-09-29,캠퍼스타운,3676,1886,1790
1,2023-09-29,테크노파크,6389,3160,3229
1,2023-09-29,지식정보단지,1732,886,846
1,2023-09-29,인천대입구,4318,2210,2108
1,2023-09-29,센트럴파크(재외동포청),4010,1952,2058
1,2023-09-29,국제업무지구,353,204,149
1,2023-09-29,송도달빛축제공원,3802,1947,1855
1,2023-09-30,계양,4342,1987,2355
1,2023-09-30,귤현,994,454,540
1,2023-09-30,박촌,3468,1875,1593
1,2023-09-30,임학,7714,3876,3838
1,2023-09-30,계산,11013,5509,5504
1,2023-09-30,경인교대입구,5532,2785,2747
1,2023-09-30,작전,11949,6183,5766
1,2023-09-30,갈산,5343,2822,2521
1,2023-09-30,부평구청,5928,2881,3047
1,2023-09-30,부평시장,11437,5773,5664
1,2023-09-30,부평,8472,4233,4239
1,2023-09-30,동수,3507,1753,1754
1,2023-09-30,부평삼거리,5975,3025,2950
1,2023-09-30,간석오거리,10994,5778,5216
1,2023-09-30,인천시청,4287,2208,2079
1,2023-09-30,예술회관,10554,4785,5769
1,2023-09-30,인천터미널,21846,11127,10719
1,2023-09-30,문학경기장,11853,5827,6026
1,2023-09-30,선학,6731,3463,3268
1,2023-09-30,신연수,4146,2205,1941
1,2023-09-30,원인재,2196,1156,1040
1,2023-09-30,동춘,10818,5347,5471
1,2023-09-30,동막,3635,1916,1719
1,2023-09-30,캠퍼스타운,4882,2512,2370
1,2023-09-30,테크노파크,14804,7333,7471
1,2023-09-30,지식정보단지,2337,1168,1169
1,2023-09-30,인천대입구,5974,2909,3065
1,2023-09-30,센트럴파크(재외동포청),5762,2799,2963
1,2023-09-30,국제업무지구,510,286,224
1,2023-09-30,송도달빛축제공원,5208,2629,2579
1,2023-10-01,계양,5043,2351,2692
1,2023-10-01,귤현,1105,518,587
1,2023-10-01,박촌,4013,2130,1883
1,2023-10-01,임학,8895,4595,4300
1,2023-10-01,계산,14012,6892,7120
1,2023-10-01,경인교대입구,6994,3464,3530
1,2023-10-01,작전,14213,7417,6796
1,2023-10-01,갈산,6362,3307,3055
1,2023-10-01,부평구청,7432,3598,3834
1,2023-10-01,부평시장,13928,6918,7010
1,2023-10-01,부평,9737,4897,4840
1,2023-10-01,동수,4291,2234,2057
1,2023-10-01,부평삼거리,5305,2688,2617
1,2023-10-01,간석오거리,12740,6632,6108
1,2023-10-01,인천시청,5229,2680,2549
1,2023-10-01,예술회관,12089,5641,6448
1,2023-10-01,인천터미널,25214,13091,12123
1,2023-10-01,문학경기장,14496,7093,7403
1,2023-10-01,선학,8012,4006,4006
1,2023-10-01,신연수,4728,2480,2248
1,2023-10-01,원인재,2664,1428,1236
1,2023-10-01,동춘,12452,6179,6273
1,2023-10-01,동막,4405,2401,2004
1,2023-10-01,캠퍼스타운,5881,3004,2877
1,2023-10-01,테크노파크,16525,8175,8350
1,2023-10-01,지식정보단지,2638,1309,1329
1,2023-10-01,인천대입구,7249,3508,3741
1,2023-10-01,센트럴파크(재외동포청),6928,3318,3610
1,2023-10-01,국제업무지구,600,326,274
1,2023-10-01,송도달빛축제공원,6391,3156,3235
1,2023-10-02,계양,5721,2735,2986
1,2023-10-02,귤현,1279,595,684
1,2023-10-02,박촌,4489,2379,2110
1,2023-10-02,임학,9973,5094,4879
1,2023-10-02,계산,15489,7709,7780
1,2023-10-02,경인교대입구,7568,3810,3758
1,2023-10-02,작전,16330,8339,7991
1,2023-10-02,갈산,7531,3825,3706
1,2023-10-02,부평구청,8436,4161,4275
1,2023-10-02,부평시장,16173,8027,8146
1,2023-10-02,부평,11506,5821,5685
1,2023-10-02,동수,5013,2525,2488
1,2023-10-02,부평삼거리,4999,2466,2533
1,2023-10-02,간석오거리,13877,7334,6543
1,2023-10-02,인천시청,5686,2945,2741
1,2023-10-02,예술회관,14408,6702,7706
1,2023-10-02,인천터미널,26373,13660,12713
1,2023-10-02,문학경기장,1896,955,941
1,2023-10-02,선학,8416,4174,4242
1,2023-10-02,신연수,5798,2985,2813
1,2023-10-02,원인재,3107,1627,1480
1,2023-10-02,동춘,13721,6813,6908
1,2023-10-02,동막,5229,2723,2506
1,2023-10-02,캠퍼스타운,7169,3638,3531
1,2023-10-02,테크노파크,17089,8386,8703
1,2023-10-02,지식정보단지,3337,1657,1680
1,2023-10-02,인천대입구,11506,5575,5931
1,2023-10-02,센트럴파크(재외동포청),7043,3448,3595
1,2023-10-02,국제업무지구,1047,554,493
1,2023-10-02,송도달빛축제공원,7285,3676,3609
1,2023-10-03,계양,4991,2332,2659
1,2023-10-03,귤현,1229,583,646
1,2023-10-03,박촌,4194,2248,1946
1,2023-10-03,임학,8815,4574,4241
1,2023-10-03,계산,14114,6979,7135
1,2023-10-03,경인교대입구,6672,3246,3426
1,2023-10-03,작전,14582,7557,7025
1,2023-10-03,갈산,7553,3849,3704
1,2023-10-03,부평구청,7323,3576,3747
1,2023-10-03,부평시장,14838,7398,7440
1,2023-10-03,부평,9153,4674,4479
1,2023-10-03,동수,4063,2101,1962
1,2023-10-03,부평삼거리,4157,2056,2101
1,2023-10-03,간석오거리,13088,6792,6296
1,2023-10-03,인천시청,5105,2615,2490
1,2023-10-03,예술회관,12134,5899,6235
1,2023-10-03,인천터미널,24074,12507,11567
1,2023-10-03,문학경기장,9773,4755,5018
1,2023-10-03,선학,7615,3785,3830
1,2023-10-03,신연수,5465,2766,2699
1,2023-10-03,원인재,2864,1490,1374
1,2023-10-03,동춘,12055,6098,5957
1,2023-10-03,동막,4673,2468,2205
1,2023-10-03,캠퍼스타운,7055,3212,3843
1,2023-10-03,테크노파크,15118,7424,7694
1,2023-10-03,지식정보단지,3528,1712,1816
1,2023-10-03,인천대입구,8453,3973,4480
1,2023-10-03,센트럴파크(재외동포청),5927,2927,3000
1,2023-10-03,국제업무지구,1196,638,558
1,2023-10-03,송도달빛축제공원,6290,3120,3170
1,2023-10-04,계양,7743,3982,3761
1,2023-10-04,귤현,2606,1046,1560
1,2023-10-04,박촌,8044,4187,3857
1,2023-10-04,임학,16476,8317,8159
1,2023-10-04,계산,22124,11223,10901
1,2023-10-04,경인교대입구,11587,5795,5792
1,2023-10-04,작전,28695,14622,14073
1,2023-10-04,갈산,19467,9863,9604
1,2023-10-04,부평구청,13496,6640,6856
1,2023-10-04,부평시장,27449,13750,13699
1,2023-10-04,부평,12650,6436,6214
1,2023-10-04,동수,8822,4457,4365
1,2023-10-04,부평삼거리,5575,2804,2771
1,2023-10-04,간석오거리,21893,11410,10483
1,2023-10-04,인천시청,11326,5754,5572
1,2023-10-04,예술회관,23843,11819,12024
1,2023-10-04,인천터미널,26754,13046,13708
1,2023-10-04,문학경기장,7598,3620,3978
1,2023-10-04,선학,12424,6196,6228
1,2023-10-04,신연수,11961,6048,5913
1,2023-10-04,원인재,5898,3149,2749
1,2023-10-04,동춘,20179,9841,10338
1,2023-10-04,동막,10975,5738,5237
1,2023-10-04,캠퍼스타운,12690,6347,6343
1,2023-10-04,테크노파크,21134,10554,10580
1,2023-10-04,지식정보단지,10673,5149,5524
1,2023-10-04,인천대입구,17918,8925,8993
1,2023-10-04,센트럴파크(재외동포청),7680,3850,3830
1,2023-10-04,국제업무지구,3718,1892,1826
1,2023-10-04,송도달빛축제공원,9915,4971,4944
1,2023-10-05,계양,8084,4081,4003
1,2023-10-05,귤현,2608,997,1611
1,2023-10-05,박촌,8052,4214,3838
1,2023-10-05,임학,16890,8467,8423
1,2023-10-05,계산,22561,11409,11152
1,2023-10-05,경인교대입구,11433,5794,5639
1,2023-10-05,작전,28906,14546,14360
1,2023-10-05,갈산,19691,9967,9724
1,2023-10-05,부평구청,14255,6996,7259
1,2023-10-05,부평시장,27630,13826,13804
1,2023-10-05,부평,12995,6476,6519
1,2023-10-05,동수,8739,4454,4285
1,2023-10-05,부평삼거리,5499,2757,2742
1,2023-10-05,간석오거리,22498,11728,10770
1,2023-10-05,인천시청,11320,5677,5643
1,2023-10-05,예술회관,23813,11738,12075
1,2023-10-05,인천터미널,26931,13427,13504
1,2023-10-05,문학경기장,8276,3959,4317
1,2023-10-05,선학,12436,6190,6246
1,2023-10-05,신연수,11908,6004,5904
1,2023-10-05,원인재,6047,3253,2794
1,2023-10-05,동춘,21193,10353,10840
1,2023-10-05,동막,10988,5782,5206
1,2023-10-05,캠퍼스타운,12693,6576,6117
1,2023-10-05,테크노파크,21706,10878,10828
1,2023-10-05,지식정보단지,10704,5251,5453
1,2023-10-05,인천대입구,18206,9134,9072
1,2023-10-05,센트럴파크(재외동포청),8621,4233,4388
1,2023-10-05,국제업무지구,3721,1903,1818
1,2023-10-05,송도달빛축제공원,10331,5089,5242
1,2023-10-06,계양,8468,4266,4202
1,2023-10-06,귤현,2660,1048,1612
1,2023-10-06,박촌,8257,4347,3910
1,2023-10-06,임학,17051,8577,8474
1,2023-10-06,계산,22876,11658,11218
1,2023-10-06,경인교대입구,11727,5931,5796
1,2023-10-06,작전,29898,15200,14698
1,2023-10-06,갈산,19972,10157,9815
1,2023-10-06,부평구청,15072,7503,7569
1,2023-10-06,부평시장,28614,14361,14253
1,2023-10-06,부평,14172,7032,7140
1,2023-10-06,동수,8794,4481,4313
1,2023-10-06,부평삼거리,5759,2969,2790
1,2023-10-06,간석오거리,23110,12167,10943
1,2023-10-06,인천시청,11956,6089,5867
1,2023-10-06,예술회관,25304,12162,13142
1,2023-10-06,인천터미널,30720,15310,15410
1,2023-10-06,문학경기장,15621,7500,8121
1,2023-10-06,선학,13341,6703,6638
1,2023-10-06,신연수,12359,6294,6065
1,2023-10-06,원인재,6165,3309,2856
1,2023-10-06,동춘,22239,10888,11351
1,2023-10-06,동막,11478,6039,5439
1,2023-10-06,캠퍼스타운,13425,7009,6416
1,2023-10-06,테크노파크,23028,11561,11467
1,2023-10-06,지식정보단지,10844,5316,5528
1,2023-10-06,인천대입구,19204,9449,9755
1,2023-10-06,센트럴파크(재외동포청),8960,4486,4474
1,2023-10-06,국제업무지구,3788,1914,1874
1,2023-10-06,송도달빛축제공원,10998,5523,5475
1,2023-10-07,계양,6704,3104,3600
1,2023-10-07,귤현,1571,709,862
1,2023-10-07,박촌,5758,3077,2681
1,2023-10-07,임학,12368,6365,6003
1,2023-10-07,계산,19163,9646,9517
1,2023-10-07,경인교대입구,9297,4726,4571
1,2023-10-07,작전,22059,11422,10637
1,2023-10-07,갈산,9790,5130,4660
1,2023-10-07,부평구청,10505,5124,5381
1,2023-10-07,부평시장,19753,10058,9695
1,2023-10-07,부평,12668,6274,6394
1,2023-10-07,동수,5676,2909,2767
1,2023-10-07,부평삼거리,4077,2034,2043
1,2023-10-07,간석오거리,16536,8710,7826
1,2023-10-07,인천시청,8120,4188,3932
1,2023-10-07,예술회관,16800,7958,8842
1,2023-10-07,인천터미널,28308,13664,14644
1,2023-10-07,문학경기장,2959,1468,1491
1,2023-10-07,선학,10592,5314,5278
1,2023-10-07,신연수,7297,3833,3464
1,2023-10-07,원인재,4127,2150,1977
1,2023-10-07,동춘,16047,7989,8058
1,2023-10-07,동막,6973,3721,3252
1,2023-10-07,캠퍼스타운,9381,4906,4475
1,2023-10-07,테크노파크,19241,9514,9727
1,2023-10-07,지식정보단지,4909,2492,2417
1,2023-10-07,인천대입구,12067,6178,5889
1,2023-10-07,센트럴파크(재외동포청),9671,4691,4980
1,2023-10-07,국제업무지구,1994,1085,909
1,2023-10-07,송도달빛축제공원,11577,5832,5745
1,2023-10-08,계양,5075,2324,2751
1,2023-10-08,귤현,1256,562,694
1,2023-10-08,박촌,4446,2332,2114
1,2023-10-08,임학,9178,4686,4492
1,2023-10-08,계산,15302,7602,7700
1,2023-10-08,경인교대입구,7542,3873,3669
1,2023-10-08,작전,15303,7784,7519
1,2023-10-08,갈산,7034,3631,3403
1,2023-10-08,부평구청,7926,3812,4114
1,2023-10-08,부평시장,15254,7707,7547
1,2023-10-08,부평,9937,5138,4799
1,2023-10-08,동수,4218,2133,2085
1,2023-10-08,부평삼거리,3501,1726,1775
1,2023-10-08,간석오거리,12808,6726,6082
1,2023-10-08,인천시청,5817,2951,2866
1,2023-10-08,예술회관,12563,5986,6577
1,2023-10-08,인천터미널,22449,11129,11320
1,2023-10-08,문학경기장,1688,887,801
1,2023-10-08,선학,8191,4069,4122
1,2023-10-08,신연수,5045,2576,2469
1,2023-10-08,원인재,2799,1430,1369
1,2023-10-08,동춘,9885,4887,4998
1,2023-10-08,동막,5123,2700,2423
1,2023-10-08,캠퍼스타운,6743,3433,3310
1,2023-10-08,테크노파크,17279,8537,8742
1,2023-10-08,지식정보단지,3224,1648,1576
1,2023-10-08,인천대입구,10075,4966,5109
1,2023-10-08,센트럴파크(재외동포청),7228,3522,3706
1,2023-10-08,국제업무지구,970,496,474
1,2023-10-08,송도달빛축제공원,8806,4417,4389
1,2023-10-09,계양,5038,2416,2622
1,2023-10-09,귤현,1211,566,645
1,2023-10-09,박촌,4376,2282,2094
1,2023-10-09,임학,9308,4754,4554
1,2023-10-09,계산,14281,7110,7171
1,2023-10-09,경인교대입구,7018,3516,3502
1,2023-10-09,작전,15037,7688,7349
1,2023-10-09,갈산,7894,4019,3875
1,2023-10-09,부평구청,7543,3662,3881
1,2023-10-09,부평시장,15306,7565,7741
1,2023-10-09,부평,9159,4748,4411
1,2023-10-09,동수,4317,2225,2092
1,2023-10-09,부평삼거리,3518,1754,1764
1,2023-10-09,간석오거리,13363,6945,6418
1,2023-10-09,인천시청,5520,2840,2680
1,2023-10-09,예술회관,11747,5710,6037
1,2023-10-09,인천터미널,22876,11507,11369
1,2023-10-09,문학경기장,2152,1089,1063
1,2023-10-09,선학,8002,3937,4065
1,2023-10-09,신연수,5604,2845,2759
1,2023-10-09,원인재,2867,1503,1364
1,2023-10-09,동춘,12582,6229,6353
1,2023-10-09,동막,5118,2681,2437
1,2023-10-09,캠퍼스타운,6873,3314,3559
1,2023-10-09,테크노파크,16174,7886,8288
1,2023-10-09,지식정보단지,3673,1790,1883
1,2023-10-09,인천대입구,9217,4492,4725
1,2023-10-09,센트럴파크(재외동포청),6335,3131,3204
1,2023-10-09,국제업무지구,1538,780,758
1,2023-10-09,송도달빛축제공원,6375,3236,3139
1,2023-10-10,계양,8183,4160,4023
1,2023-10-10,귤현,2579,1017,1562
1,2023-10-10,박촌,8113,4244,3869
1,2023-10-10,임학,17053,8624,8429
1,2023-10-10,계산,21877,11092,10785
1,2023-10-10,경인교대입구,11153,5687,5466
1,2023-10-10,작전,29079,14812,14267
1,2023-10-10,갈산,20080,10194,9886
1,2023-10-10,부평구청,14486,7140,7346
1,2023-10-10,부평시장,27852,13898,13954
1,2023-10-10,부평,12463,6301,6162
1,2023-10-10,동수,8790,4474,4316
1,2023-10-10,부평삼거리,5553,2803,2750
1,2023-10-10,간석오거리,21996,11527,10469
1,2023-10-10,인천시청,11410,5756,5654
1,2023-10-10,예술회관,23675,11642,12033
1,2023-10-10,인천터미널,26824,13125,13699
1,2023-10-10,문학경기장,3724,1846,1878
1,2023-10-10,선학,12385,6204,6181
1,2023-10-10,신연수,11976,6045,5931
1,2023-10-10,원인재,5993,3206,2787
1,2023-10-10,동춘,20294,9864,10430
1,2023-10-10,동막,11032,5796,5236
1,2023-10-10,캠퍼스타운,12551,6216,6335
1,2023-10-10,테크노파크,21408,10622,10786
1,2023-10-10,지식정보단지,10875,5314,5561
1,2023-10-10,인천대입구,18232,9057,9175
1,2023-10-10,센트럴파크(재외동포청),7678,3882,3796
1,2023-10-10,국제업무지구,3737,1912,1825
1,2023-10-10,송도달빛축제공원,10267,5142,5125
1,2023-10-11,계양,8141,4101,4040
1,2023-10-11,귤현,2746,1094,1652
1,2023-10-11,박촌,8357,4346,4011
1,2023-10-11,임학,16978,8564,8414
1,2023-10-11,계산,23011,11701,11310
1,2023-10-11,경인교대입구,11119,5588,5531
1,2023-10-11,작전,29379,14950,14429
1,2023-10-11,갈산,20085,10203,9882
1,2023-10-11,부평구청,14502,7169,7333
1,2023-10-11,부평시장,28201,14138,14063
1,2023-10-11,부평,12815,6411,6404
1,2023-10-11,동수,9051,4618,4433
1,2023-10-11,부평삼거리,5619,2864,2755
1,2023-10-11,간석오거리,22353,11679,10674
1,2023-10-11,인천시청,11713,5902,5811
1,2023-10-11,예술회관,24374,12044,12330
1,2023-10-11,인천터미널,26706,13142,13564
1,2023-10-11,문학경기장,3827,1873,1954
1,2023-10-11,선학,12853,6424,6429
1,2023-10-11,신연수,12256,6203,6053
1,2023-10-11,원인재,6217,3341,2876
1,2023-10-11,동춘,21358,10515,10843
1,2023-10-11,동막,11367,6047,5320
1,2023-10-11,캠퍼스타운,12843,6442,6401
1,2023-10-11,테크노파크,21752,10839,10913
1,2023-10-11,지식정보단지,11012,5375,5637
1,2023-10-11,인천대입구,18342,9233,9109
1,2023-10-11,센트럴파크(재외동포청),8162,4027,4135
1,2023-10-11,국제업무지구,3802,1922,1880
1,2023-10-11,송도달빛축제공원,10555,5283,5272
1,2023-10-12,계양,8324,4206,4118
1,2023-10-12,귤현,2719,1056,1663
1,2023-10-12,박촌,8250,4332,3918
1,2023-10-12,임학,17209,8621,8588
1,2023-10-12,계산,22909,11575,11334
1,2023-10-12,경인교대입구,11286,5717,5569
1,2023-10-12,작전,29527,14889,14638
1,2023-10-12,갈산,20153,10206,9947
1,2023-10-12,부평구청,14592,7175,7417
1,2023-10-12,부평시장,27516,13824,13692
1,2023-10-12,부평,12969,6479,6490
1,2023-10-12,동수,8955,4515,4440
1,2023-10-12,부평삼거리,5642,2813,2829
1,2023-10-12,간석오거리,22637,11833,10804
1,2023-10-12,인천시청,11741,5947,5794
1,2023-10-12,예술회관,23823,11656,12167
1,2023-10-12,인천터미널,27402,13620,13782
1,2023-10-12,문학경기장,3757,1891,1866
1,2023-10-12,선학,12562,6271,6291
1,2023-10-12,신연수,12328,6267,6061
1,2023-10-12,원인재,6476,3431,3045
1,2023-10-12,동춘,21066,10335,10731
1,2023-10-12,동막,11661,6121,5540
1,2023-10-12,캠퍼스타운,13102,6757,6345
1,2023-10-12,테크노파크,21758,10852,10906
1,2023-10-12,지식정보단지,10835,5300,5535
1,2023-10-12,인천대입구,20717,10201,10516
1,2023-10-12,센트럴파크(재외동포청),9020,4616,4404
1,2023-10-12,국제업무지구,3877,1992,1885
1,2023-10-12,송도달빛축제공원,10570,5274,5296
1,2023-10-13,계양,8935,4446,4489
1,2023-10-13,귤현,2724,1072,1652
1,2023-10-13,박촌,8400,4444,3956
1,2023-10-13,임학,17665,8890,8775
1,2023-10-13,계산,23529,12048,11481
1,2023-10-13,경인교대입구,11681,5811,5870
1,2023-10-13,작전,30063,15333,14730
1,2023-10-13,갈산,20233,10299,9934
1,2023-10-13,부평구청,14729,7172,7557
1,2023-10-13,부평시장,28843,14406,14437
1,2023-10-13,부평,14113,6944,7169
1,2023-10-13,동수,8698,4473,4225
1,2023-10-13,부평삼거리,5713,2884,2829
1,2023-10-13,간석오거리,23200,12219,10981
1,2023-10-13,인천시청,11744,5913,5831
1,2023-10-13,예술회관,25672,12150,13522
1,2023-10-13,인천터미널,31174,15334,15840
1,2023-10-13,문학경기장,15593,7309,8284
1,2023-10-13,선학,13778,6956,6822
1,2023-10-13,신연수,12202,6262,5940
1,2023-10-13,원인재,6551,3478,3073
1,2023-10-13,동춘,22200,10857,11343
1,2023-10-13,동막,11787,6251,5536
1,2023-10-13,캠퍼스타운,13593,7106,6487
1,2023-10-13,테크노파크,23393,11634,11759
1,2023-10-13,지식정보단지,11115,5543,5572
1,2023-10-13,인천대입구,20266,10476,9790
1,2023-10-13,센트럴파크(재외동포청),9585,4665,4920
1,2023-10-13,국제업무지구,3846,1967,1879
1,2023-10-13,송도달빛축제공원,11203,5680,5523
1,2023-10-14,계양,5933,2864,3069
1,2023-10-14,귤현,1632,785,847
1,2023-10-14,박촌,5526,2912,2614
1,2023-10-14,임학,11905,6075,5830
1,2023-10-14,계산,18248,9146,9102
1,2023-10-14,경인교대입구,9001,4512,4489
1,2023-10-14,작전,22468,11564,10904
1,2023-10-14,갈산,10437,5452,4985
1,2023-10-14,부평구청,10246,5038,5208
1,2023-10-14,부평시장,19248,9619,9629
1,2023-10-14,부평,12603,6310,6293
1,2023-10-14,동수,5515,2847,2668
1,2023-10-14,부평삼거리,3777,1872,1905
1,2023-10-14,간석오거리,16603,8708,7895
1,2023-10-14,인천시청,7402,3808,3594
1,2023-10-14,예술회관,16800,7940,8860
1,2023-10-14,인천터미널,27010,13066,13944
1,2023-10-14,문학경기장,3918,1950,1968
1,2023-10-14,선학,10071,5126,4945
1,2023-10-14,신연수,6565,3442,3123
1,2023-10-14,원인재,4356,2312,2044
1,2023-10-14,동춘,15332,7552,7780
1,2023-10-14,동막,7124,3740,3384
1,2023-10-14,캠퍼스타운,8433,4462,3971
1,2023-10-14,테크노파크,18910,9377,9533
1,2023-10-14,지식정보단지,4496,2310,2186
1,2023-10-14,인천대입구,11533,5782,5751
1,2023-10-14,센트럴파크(재외동포청),8514,4125,4389
1,2023-10-14,국제업무지구,1768,940,828
1,2023-10-14,송도달빛축제공원,8018,4063,3955
1,2023-10-15,계양,5254,2442,2812
1,2023-10-15,귤현,1238,585,653
1,2023-10-15,박촌,4347,2232,2115
1,2023-10-15,임학,9616,4874,4742
1,2023-10-15,계산,15634,7746,7888
1,2023-10-15,경인교대입구,7487,3727,3760
1,2023-10-15,작전,15452,7943,7509
1,2023-10-15,갈산,6812,3516,3296
1,2023-10-15,부평구청,7794,3821,3973
1,2023-10-15,부평시장,15254,7589,7665
1,2023-10-15,부평,9569,4983,4586
1,2023-10-15,동수,4315,2209,2106
1,2023-10-15,부평삼거리,3645,1800,1845
1,2023-10-15,간석오거리,12924,6792,6132
1,2023-10-15,인천시청,5988,3068,2920
1,2023-10-15,예술회관,11874,5855,6019
1,2023-10-15,인천터미널,22821,11504,11317
1,2023-10-15,문학경기장,2498,1249,1249
1,2023-10-15,선학,8598,4251,4347
1,2023-10-15,신연수,5017,2513,2504
1,2023-10-15,원인재,3136,1668,1468
1,2023-10-15,동춘,11876,5873,6003
1,2023-10-15,동막,4795,2526,2269
1,2023-10-15,캠퍼스타운,6680,3294,3386
1,2023-10-15,테크노파크,15458,7577,7881
1,2023-10-15,지식정보단지,3130,1534,1596
1,2023-10-15,인천대입구,8892,4231,4661
1,2023-10-15,센트럴파크(재외동포청),7593,3708,3885
1,2023-10-15,국제업무지구,698,370,328
1,2023-10-15,송도달빛축제공원,6813,3367,3446
1,2023-10-16,계양,7948,3996,3952
1,2023-10-16,귤현,2511,1013,1498
1,2023-10-16,박촌,8014,4271,3743
1,2023-10-16,임학,16732,8453,8279
1,2023-10-16,계산,22225,11356,10869
1,2023-10-16,경인교대입구,11490,5744,5746
1,2023-10-16,작전,28724,14660,14064
1,2023-10-16,갈산,19584,9866,9718
1,2023-10-16,부평구청,13801,6815,6986
1,2023-10-16,부평시장,26888,13587,13301
1,2023-10-16,부평,12313,6172,6141
1,2023-10-16,동수,8546,4386,4160
1,2023-10-16,부평삼거리,5427,2733,2694
1,2023-10-16,간석오거리,21775,11440,10335
1,2023-10-16,인천시청,11296,5786,5510
1,2023-10-16,예술회관,23195,11372,11823
1,2023-10-16,인천터미널,24348,11876,12472
1,2023-10-16,문학경기장,3476,1747,1729
1,2023-10-16,선학,11940,5951,5989
1,2023-10-16,신연수,11956,6009,5947
1,2023-10-16,원인재,6127,3272,2855
1,2023-10-16,동춘,20452,9973,10479
1,2023-10-16,동막,10912,5809,5103
1,2023-10-16,캠퍼스타운,12640,6312,6328
1,2023-10-16,테크노파크,21235,10538,10697
1,2023-10-16,지식정보단지,10681,5216,5465
1,2023-10-16,인천대입구,17577,8677,8900
1,2023-10-16,센트럴파크(재외동포청),7754,3902,3852
1,2023-10-16,국제업무지구,3740,1881,1859
1,2023-10-16,송도달빛축제공원,10326,5232,5094
1,2023-10-17,계양,8516,4306,4210
1,2023-10-17,귤현,2696,1028,1668
1,2023-10-17,박촌,8143,4262,3881
1,2023-10-17,임학,16851,8487,8364
1,2023-10-17,계산,22127,11238,10889
1,2023-10-17,경인교대입구,11871,5983,5888
1,2023-10-17,작전,29420,14912,14508
1,2023-10-17,갈산,20103,10292,9811
1,2023-10-17,부평구청,14212,6938,7274
1,2023-10-17,부평시장,28082,14131,13951
1,2023-10-17,부평,12452,6233,6219
1,2023-10-17,동수,8743,4412,4331
1,2023-10-17,부평삼거리,5754,2943,2811
1,2023-10-17,간석오거리,22894,11953,10941
1,2023-10-17,인천시청,12079,6177,5902
1,2023-10-17,예술회관,23637,11613,12024
1,2023-10-17,인천터미널,26813,13035,13778
1,2023-10-17,문학경기장,18582,8467,10115
1,2023-10-17,선학,12728,6390,6338
