"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.221285155E0,-3.750266266E1,-1.993214798E1,2.302890778E0,4.253285243E1
3.231283921E0,-3.077687454E1,-2.503077888E1,7.767817974E0,4.042393962E1
3.241282621E0,-2.462189865E1,-2.818556213E1,1.075493145E1,3.894011244E1
3.251281387E0,-1.489941978E1,-3.127708435E1,8.114805222E0,3.558228182E1
3.261280153E0,-4.398011684E0,-3.247490311E1,2.220160484E0,3.284647548E1
3.271278919E0,1.164990044E1,-3.050093460E1,-5.147203922E0,3.305330392E1
3.281277685E0,2.508682442E1,-2.444738197E1,-8.244219780E0,3.598597511E1
3.291276451E0,3.470146561E1,-1.600167656E1,-7.499866009E0,3.894217968E1
3.301275217E0,3.618013763E1,-8.774250031E0,-3.413526058E0,3.738505026E1
3.311273983E0,3.228624725E1,-1.685377836E0,4.028312206E0,3.258020195E1
3.321272683E0,3.185998344E1,2.489715576E0,5.656155586E0,3.245380293E1
3.331271449E0,3.399247742E1,6.075741768E0,3.897490501E0,3.475044735E1
3.341270215E0,3.572470093E1,7.802604198E0,1.716761589E-1,3.656725805E1
3.351268915E0,3.676676178E1,7.311549664E0,-2.783184528E0,3.758988755E1
3.361267648E0,3.614960098E1,5.112721920E0,-2.939186573E0,3.662748141E1
3.371266414E0,3.208117294E1,2.048954487E0,-2.196171284E0,3.222146862E1
3.381265180E0,2.820266533E1,-6.179280281E-1,-1.776876450E0,2.826534020E1
3.391263980E0,2.215648270E1,-3.559417009E0,-2.285435200E0,2.255664844E1
3.401262846E0,1.705857849E1,-7.246454239E0,-3.728485584E0,1.890523218E1
3.411261746E0,1.158861828E1,-1.061096764E1,-4.898208618E0,1.645846759E1
3.421260712E0,5.799881458E0,-1.344356728E1,-4.964391708E0,1.546005534E1
3.431259678E0,-5.319949389E-1,-1.746183014E1,-5.920046806E0,1.844574435E1
3.441258644E0,-5.371211529E0,-2.009058380E1,-8.711358070E0,2.254704482E1
3.451257644E0,-1.616809845E1,-1.986640930E1,-1.076471138E1,2.778417962E1
3.461256644E0,-2.682043839E1,-1.945724106E1,-9.123142242E0,3.436789009E1
3.471255677E0,-3.376049805E1,-1.740386963E1,-8.424426079E0,3.890548626E1
3.481254743E0,-3.472290039E1,-1.517958641E1,-6.886791229E0,3.851658797E1
3.491253743E0,-3.431411362E1,-1.614341927E1,-2.874415874E0,3.803065402E1
3.501252809E0,-3.444838333E1,-1.706290054E1,2.780116558E0,3.854299855E1
3.511251875E0,-3.447243500E1,-1.723299980E1,9.284621239E0,3.964251819E1
3.521250941E0,-3.264282608E1,-1.822428322E1,1.497416306E1,4.027287117E1
3.531249974E0,-2.939183807E1,-2.033944893E1,1.451757622E1,3.857892362E1
3.541249040E0,-2.401350975E1,-2.348862839E1,1.090222263E1,3.531604129E1
3.551248106E0,-1.529587269E1,-2.702043724E1,3.525412560E0,3.124894052E1
3.561247172E0,-3.422790527E0,-2.879086685E1,-3.941051006E0,2.926023568E1
3.571246172E0,1.144934082E1,-2.642763901E1,-9.041570663E0,3.018704207E1
3.581245238E0,2.414692307E1,-2.013174438E1,-1.059446335E1,3.317534746E1
3.591244304E0,2.978945541E1,-1.191463089E1,-7.510290623E0,3.295109328E1
3.601243270E0,2.803129387E1,-4.884567261E0,-2.851530075E0,2.859621753E1
3.611242336E0,2.388382530E1,1.049628258E0,1.727331638E0,2.396919909E1
3.621241402E0,2.585054016E1,4.769364834E0,2.815525532E0,2.643717934E1
3.631240468E0,3.227442169E1,8.173479080E0,8.690657616E-1,3.330464429E1
3.641239534E0,3.916144562E1,8.887519836E0,-3.675244331E0,4.032510698E1
3.651238600E0,4.251782990E1,7.832254887E0,-5.568580627E0,4.359035634E1
3.661237700E0,4.109928131E1,5.866591930E0,-5.839103699E0,4.192449114E1
3.671236766E0,3.521462250E1,2.523427963E0,-4.969084740E0,3.565289791E1
3.681235766E0,2.858219910E1,1.611962318E-1,-5.618420124E0,2.912961953E1
3.691234799E0,2.143292618E1,-3.548429728E0,-6.375748634E0,2.264093304E1
3.701233765E0,1.565103912E1,-6.960947037E0,-7.252771378E0,1.860141129E1
3.711232631E0,1.108534241E1,-1.085961533E1,-7.838612556E0,1.738562360E1
3.721231497E0,7.144829273E0,-1.410385132E1,-7.950157166E0,1.769667218E1
3.731230330E0,3.527920246E0,-1.884401894E1,-8.805198669E0,2.109679584E1
3.741229096E0,-2.766606808E-1,-2.149664688E1,-9.561859131E0,2.352895064E1
3.751227896E0,-6.578722954E0,-2.478832245E1,-7.743239403E0,2.678989141E1
3.761226629E0,-1.737854767E1,-2.493571663E1,-7.036880970E0,3.119810213E1
3.771225395E0,-2.773279572E1,-2.128318977E1,-6.129967213E0,3.549166977E1
3.781224128E0,-3.680187988E1,-1.776558113E1,-2.552471638E0,4.094519932E1
3.791222861E0,-3.896018600E1,-1.652979469E1,2.836820126E0,4.241671551E1
3.801221594E0,-3.524845123E1,-1.689220047E1,5.161150455E0,3.942635191E1
3.811220327E0,-2.929671097E1,-1.772996712E1,5.572600842E0,3.469442156E1
3.821218993E0,-2.398049355E1,-1.813904953E1,6.252511501E0,3.071128601E1
3.831217759E0,-2.237592888E1,-1.802631378E1,6.751287460E0,2.951626779E1
3.841216492E0,-2.273024368E1,-1.773210526E1,7.359967232E0,2.975333010E1
3.851215192E0,-2.244942093E1,-1.924701118E1,5.712828636E0,3.011744263E1
3.861213958E0,-2.198313522E1,-2.100142288E1,3.233195305E0,3.057403390E1
3.871212724E0,-1.844794846E1,-2.452975845E1,-5.139040947E-1,3.069690456E1
3.881211490E0,-6.302844048E0,-2.963371277E1,-6.630033016E0,3.101354725E1
3.891210256E0,1.195479774E1,-2.953101158E1,-1.294209480E1,3.438743451E1
3.901209056E0,2.523789787E1,-2.435924530E1,-1.533193302E1,3.828044528E1
3.911207822E0,3.580531693E1,-1.459135628E1,-1.369671059E1,4.101863331E1
3.921206588E0,3.901188278E1,-7.679428101E0,-9.856530190E0,4.096403058E1
3.931205288E0,3.845468903E1,-2.902362108E0,-4.045125961E0,3.877563485E1
3.941204054E0,3.743624115E1,8.716378212E-1,5.105857849E-1,3.744986785E1
3.951202820E0,3.574959564E1,4.024692535E0,3.433115959E0,3.613887137E1
3.961201520E0,3.431685257E1,5.492257118E0,4.674069405E0,3.506648233E1
3.971200286E0,3.134276199E1,5.788559437E0,4.654129028E0,3.221082220E1
3.981199052E0,2.953192520E1,4.893267632E0,3.132891655E0,3.009806778E1
3.991197752E0,2.798285484E1,3.347197533E0,6.078462601E-1,2.818888741E1
4.001196518E0,2.846265221E1,3.318621159E0,5.318880081E-1,2.866040338E1
4.011195284E0,2.149018478E1,-2.510809898E0,-2.345380783E0,2.176311144E1
4.021194050E0,1.582366276E1,-6.815115929E0,-2.874168396E0,1.746696746E1
4.031192816E0,5.897630692E0,-1.143005753E1,-2.921223164E0,1.318945820E1
4.041191582E0,-1.497839212E0,-1.377322102E1,-2.402826786E0,1.406124874E1
4.051190348E0,-7.148983002E0,-1.853086853E1,-3.905799389E0,2.024243847E1
4.061189114E0,-1.619424438E1,-2.084420776E1,-5.877119064E0,2.704209824E1
4.071187814E0,-3.209993744E1,-1.824545479E1,-6.780364037E0,3.754032419E1
4.081186580E0,-4.313124466E1,-1.371021843E1,-5.520514488E0,4.559331569E1
4.091185346E0,-4.990025330E1,-1.168512249E1,-4.105246544E0,5.141430167E1
4.101184046E0,-4.921813965E1,-1.404108143E1,-2.233242989E0,5.123050471E1
4.111182812E0,-4.346329880E1,-1.873489952E1,2.075658798E0,4.737471015E1
4.121181578E0,-3.504534531E1,-2.514048767E1,5.527945518E0,4.348308326E1
4.131180344E0,-2.684489059E1,-2.999597359E1,7.313300133E0,4.091321231E1
4.141179110E0,-1.635575867E1,-3.437059784E1,6.568231583E0,3.862629290E1
4.151177843E0,-3.136257410E0,-3.615385818E1,1.974781036E0,3.634332583E1
4.161176543E0,8.748587608E0,-3.564099121E1,-2.001560211E0,3.675356150E1
4.171175276E0,2.233639526E1,-3.238219452E1,-5.693988800E0,3.974849159E1
4.181173942E0,3.610164642E1,-2.359587860E1,-9.289417267E0,4.411788339E1
4.191172675E0,4.646112061E1,-1.164763546E1,-1.006184483E1,4.894429345E1
4.201171408E0,4.647943497E1,-4.166340351E0,-5.708248615E0,4.701361897E1
4.211170074E0,4.002429962E1,-1.580991745E-1,1.167392254E0,4.004163284E1
4.221168774E0,3.571097183E1,2.395688534E0,2.541394711E0,3.588135337E1
4.231167507E0,3.318785095E1,4.985988617E0,7.388691902E-1,3.356842953E1
4.241166173E0,3.150750351E1,5.697489262E0,-3.608759880E0,3.222122451E1
4.251164906E0,3.076937866E1,3.902835846E0,-6.751870155E0,3.174231468E1
4.261163672E0,2.880917358E1,1.437653542E0,-7.294657707E0,2.975310675E1
4.271162438E0,2.632810783E1,-2.367788792E0,-7.606443405E0,2.750697488E1
4.281161204E0,2.370932770E1,-5.564473629E0,-7.513931751E0,2.548636414E1
4.291159970E0,1.861151505E1,-9.841327667E0,-7.380000591E0,2.230929473E1
4.301158736E0,1.303288746E1,-1.342782974E1,-7.697574139E0,2.023401628E1
4.311157502E0,8.005383492E0,-1.671797943E1,-8.881367683E0,2.055372699E1
4.321156202E0,4.156749725E0,-2.037816238E1,-1.052290344E1,2.330835831E1
4.331154968E0,-3.362648010E0,-2.480311012E1,-1.095702457E1,2.732321469E1
4.341153734E0,-1.132744503E1,-2.536849976E1,-1.130289841E1,2.999378774E1
4.351152434E0,-2.231404686E1,-2.350428009E1,-1.276375580E1,3.483218816E1
4.361151200E0,-3.380955887E1,-1.944476509E1,-1.208487988E1,4.083172152E1
4.371149966E0,-4.833172607E1,-1.245533943E1,-7.303821564E0,5.044241306E1
4.381148699E0,-5.178025818E1,-1.293236160E1,-3.101237774E0,5.346081546E1
4.391147465E0,-4.205987549E1,-1.648868179E1,2.106245518E0,4.522550192E1
4.401146231E0,-3.552695084E1,-1.891809845E1,5.337321758E0,4.060228674E1
4.411144997E0,-3.053071022E1,-2.171936226E1,9.215427399E0,3.858469989E1
4.421143763E0,-2.699621010E1,-2.299883842E1,1.121925640E1,3.719695744E1
4.431142463E0,-2.462572289E1,-2.433284950E1,1.059643555E1,3.620494771E1
4.441141229E0,-2.171688271E1,-2.656904411E1,7.137404442E0,3.504967392E1
4.451139962E0,-1.233522797E1,-3.043327904E1,-2.930049896E-1,3.283943017E1
4.461138695E0,-6.393219233E-1,-3.333940506E1,-7.527328014E0,3.418457736E1
4.471137461E0,1.874723053E1,-3.170361710E1,-1.554854202E1,3.997918394E1
4.481136261E0,3.724531937E1,-2.225905418E1,-1.872775650E1,4.725894806E1
4.491135027E0,4.770167923E1,-1.092158508E1,-1.384702873E1,5.085736355E1
4.501133860E0,4.503723526E1,-4.056872368E0,-1.616245747E0,4.524845880E1
4.511132760E0,3.800060272E1,-2.176160812E-1,8.561767578E0,3.895378066E1
4.521131693E0,3.601924515E1,2.179350853E0,1.040350437E1,3.755487311E1
4.531130593E0,3.655894852E1,4.686158657E0,7.756071091E0,3.766528160E1
4.541129493E0,3.542076492E1,5.647782326E0,1.820046902E0,3.591435094E1
4.551128393E0,3.264899826E1,4.621301174E0,-2.560797215E0,3.307372362E1
4.561127259E0,2.965870094E1,2.403409481E0,-5.119780064E0,3.019316258E1
4.571126059E0,2.608945465E1,-1.120105267E0,-6.853365898E0,2.699783147E1
4.581124925E0,2.236474800E1,-4.535827637E0,-7.354668140E0,2.397596357E1
4.591123791E0,1.762103653E1,-9.021982193E0,-7.818847656E0,2.128453593E1
4.601122591E0,1.222432137E1,-1.318659019E1,-7.454491615E0,1.946508770E1
4.611121457E0,5.914612770E0,-1.676121330E1,-7.225873470E0,1.918682264E1
4.621120323E0,-2.536737919E-1,-2.071000481E1,-6.516412258E0,2.171249129E1
4.631119189E0,-6.303053379E0,-2.408568001E1,-7.497075558E0,2.600105008E1
4.641118055E0,-1.397014332E1,-2.403652382E1,-8.441110611E0,2.905463354E1
4.651116921E0,-2.618028641E1,-2.034186935E1,-9.471885681E0,3.448065637E1
4.661115787E0,-3.999023819E1,-1.418419838E1,-7.045844555E0,4.301226057E1
4.671114653E0,-4.954332733E1,-1.054143906E1,-5.119194031E0,5.091040530E1
4.681113486E0,-4.581784821E1,-1.163240242E1,-2.808002472E0,4.735475560E1
4.691112352E0,-3.477151489E1,-1.606411362E1,-2.576101303E0,3.838945548E1
4.701111218E0,-2.871696472E1,-1.840578842E1,-4.113268852E-1,3.411167396E1
4.711110018E0,-2.609511757E1,-2.167204857E1,5.429037571E0,3.435268984E1
4.721108884E0,-2.684292984E1,-2.415142059E1,1.136373711E1,3.785457066E1
4.731107750E0,-2.471496010E1,-2.757781792E1,1.295269108E1,3.923184293E1
4.741106550E0,-1.951086998E1,-3.267803955E1,8.790404320E0,3.906148390E1
4.751105416E0,-4.174325943E0,-3.934534836E1,-2.337667942E0,3.963516275E1
4.761104282E0,1.449030209E1,-3.985727310E1,-1.341744041E1,4.448144311E1
4.771103148E0,3.521236801E1,-2.907385254E1,-2.136491776E1,5.041487353E1
4.781101981E0,4.928152847E1,-1.530459595E1,-2.208522987E1,5.613071427E1
4.791100781E0,4.831581116E1,-6.480357647E0,-1.197208786E1,5.019704703E1
4.801099581E0,4.162521362E1,-1.651765823E0,1.040139198E0,4.167095666E1
4.811098281E0,3.810590744E1,2.168865681E0,5.352215767E0,3.854102196E1
4.821096947E0,3.822129059E1,4.785128117E0,5.081677914E0,3.885341627E1
4.831095680E0,3.756027985E1,6.777177334E0,2.442382336E0,3.824486876E1
4.841094413E0,3.454525757E1,6.135646343E0,-1.680138588E0,3.512611339E1
4.851093079E0,3.148548889E1,3.841604710E0,-4.192516327E0,3.199486100E1
4.861091812E0,2.926403809E1,5.746626854E-1,-5.284470558E0,2.974289480E1
4.871090545E0,2.610445786E1,-3.975102425E0,-6.947579384E0,2.730408428E1
4.881089278E0,2.156708908E1,-8.665460587E0,-7.244063377E0,2.434555386E1
4.891088044E0,1.475170135E1,-1.395817947E1,-6.049806118E0,2.119064938E1
4.901086810E0,6.921844482E0,-1.893127632E1,-5.052335739E0,2.078054982E1
4.911085543E0,-9.057641029E-2,-2.426511383E1,-5.495523453E0,2.487980569E1
4.921084309E0,-1.333669090E1,-2.694159698E1,-7.068151951E0,3.088164089E1
4.931083009E0,-3.352521515E1,-2.247182846E1,-9.558425903E0,4.147633821E1
4.941081775E0,-4.864179993E1,-1.429110527E1,-9.674823761E0,5.161262060E1
4.951080541E0,-5.771693420E1,-8.077721596E0,-6.714545727E0,5.866497426E1
4.961079241E0,-5.186191940E1,-1.199844742E1,-4.057359695E0,5.338617417E1
4.971077974E0,-4.254617691E1,-1.653115463E1,-1.941096783E0,4.568614779E1
4.981076740E0,-3.603845215E1,-2.139920425E1,3.513925076E0,4.206000054E1
4.991075440E0,-3.049756050E1,-2.681327248E1,1.088354111E1,4.204169650E1
5.001074206E0,-2.485212517E1,-3.100153923E1,1.316656494E1,4.185787850E1
5.011072972E0,-1.712550354E1,-3.458753204E1,9.969514847E0,3.986190501E1
5.021071738E0,-5.424563885E0,-3.769537735E1,2.392686844E0,3.815877772E1
5.031070504E0,9.481227875E0,-3.627254868E1,-5.661704063E0,3.791630734E1
5.041069237E0,2.518307686E1,-2.968585968E1,-1.085798264E1,4.041451982E1
5.051068037E0,3.931452560E1,-1.574816322E1,-1.086271286E1,4.372224947E1
5.061066803E0,4.213881683E1,-8.343591690E0,-7.246699333E0,4.356386183E1
5.071065503E0,3.752588654E1,-3.255391598E0,-1.320554256E0,3.768996681E1
5.081064269E0,3.359398651E1,-1.189002991E-1,3.962137699E0,3.382703951E1
5.091063035E0,3.674634171E1,2.936195850E0,3.611585617E0,3.703995715E1
5.101061701E0,3.858909607E1,5.524626255E0,4.844279289E-1,3.898556786E1
5.111060501E0,3.736064148E1,5.063058853E0,-2.047857761E0,3.775772528E1
5.121059267E0,3.464441299E1,3.495708942E0,-2.963117123E0,3.494617856E1
5.131058033E0,3.098795128E1,3.936533928E-1,-3.711045265E0,3.121185583E1
5.141056799E0,2.758815765E1,-3.013736486E0,-4.889350891E0,2.817968776E1
5.151055565E0,2.326884651E1,-6.595262527E0,-5.786478043E0,2.486805248E1
5.161054331E0,1.767275047E1,-1.088591099E1,-6.148613453E0,2.164797022E1
5.171053097E0,9.482952118E0,-1.599438858E1,-6.393092155E0,1.966261616E1
5.181051797E0,3.107073545E0,-2.031121826E1,-6.971702576E0,2.169802134E1
5.191050530E0,-2.218020439E0,-2.437042427E1,-8.473154068E0,2.589655447E1
5.201049263E0,-1.188115883E1,-2.573501968E1,-1.062209129E1,3.027015026E1
5.211047963E0,-2.558605385E1,-2.279333115E1,-1.358368492E1,3.686052892E1
5.221046696E0,-3.997838211E1,-1.606789780E1,-1.386930466E1,4.526373811E1
5.231045429E0,-5.126836014E1,-1.214521790E1,-1.045173168E1,5.371396247E1
5.241044095E0,-4.975677490E1,-1.271543694E1,-8.472475052E0,5.204999345E1
5.251042828E0,-3.863001633E1,-1.574856186E1,-5.617887020E0,4.209342011E1
5.261041561E0,-3.912942886E1,-1.545548820E1,-6.119430065E0,4.251390059E1
5.271040327E0,-2.802280426E1,-2.227279854E1,6.744738579E0,3.642590578E1
5.281039060E0,-2.787104797E1,-2.414182281E1,1.578913593E1,4.011134176E1
5.291037826E0,-2.532362747E1,-2.729539680E1,1.774684525E1,4.124651878E1
5.301036592E0,-2.064760971E1,-3.112159157E1,1.243043137E1,3.936232809E1
5.311035358E0,-9.295807838E0,-3.634709930E1,8.895187378E-1,3.752752210E1
5.321034058E0,9.352379799E0,-3.892956161E1,-1.321972275E1,4.216324045E1
5.331032824E0,3.131697845E1,-3.302624512E1,-2.445463181E1,5.166734968E1
5.341031624E0,4.925087738E1,-1.654458618E1,-2.603829384E1,5.811510131E1
5.351030324E0,5.374050522E1,-8.257400513E0,-1.480840111E1,5.635171078E1
5.361029090E0,4.620365906E1,-4.487721920E0,-9.519057274E-1,4.643085055E1
5.371027856E0,3.672579575E1,5.211787224E-1,9.453707695E0,3.792661717E1
5.381026622E0,3.367833328E1,1.864642143E0,1.136205959E1,3.559218202E1
5.391025388E0,3.352591705E1,1.946256638E0,1.136545372E1,3.545347046E1
5.401024188E0,2.969709206E1,5.766483307E0,4.494197845E0,3.058377708E1
5.411022954E0,2.711783218E1,3.693332672E0,1.050977707E-1,2.736838640E1
5.421021720E0,2.642887688E1,1.099977493E0,-2.751900196E0,2.659451895E1
5.431020420E0,2.614695168E1,-2.156494856E0,-5.683181763E0,2.684421925E1
5.441019186E0,2.439221382E1,-6.795269012E0,-8.768260002E0,2.679623405E1
5.451017952E0,1.904103470E1,-1.171601295E1,-8.834549904E0,2.403903563E1
5.461016652E0,1.142928028E1,-1.596711349E1,-7.834086895E0,2.114119388E1
5.471015418E0,2.495344162E0,-2.237541389E1,-8.929443359E0,2.422025698E1
5.481014184E0,-7.787483215E0,-2.471736145E1,-1.019514465E1,2.784840797E1
5.491012884E0,-2.352038956E1,-2.333913994E1,-1.208012581E1,3.526830897E1
5.501011650E0,-4.096355820E1,-1.601795197E1,-1.285194874E1,4.582314341E1
5.511010416E0,-5.567720413E1,-9.720758438E0,-6.238193512E0,5.686263503E1
5.521009182E0,-5.177868271E1,-1.345684433E1,-1.824334621E0,5.352986866E1
5.531007948E0,-4.067134476E1,-1.799865150E1,-8.446116447E-1,4.448396463E1
5.541006848E0,-3.477174377E1,-2.008885956E1,2.664107323E0,4.024591795E1
5.551005748E0,-3.075610924E1,-2.505062103E1,1.088969612E1,4.113462472E1
5.561004714E0,-2.755711937E1,-2.891632271E1,1.664461327E1,4.327345257E1
5.571003647E0,-2.187493706E1,-3.249084473E1,1.455263233E1,4.178453027E1
5.581002647E0,-1.001508713E1,-3.740557861E1,5.510003090E0,3.911316167E1
5.591001613E0,1.295445442E1,-3.568224335E1,-9.397138596E0,3.910686121E1
5.601000613E0,2.604879570E1,-2.965298462E1,-1.528512764E1,4.232581223E1
5.610999679E0,3.938635254E1,-1.892371559E1,-1.746968651E1,4.705934259E1
5.620998745E0,4.577025223E1,-1.024540901E1,-1.178285885E1,4.836031594E1
5.630997811E0,4.480814362E1,-3.476050854E0,-2.316236973E0,4.500241791E1
5.640996877E0,4.180266571E1,1.135988235E0,3.586550713E0,4.197161750E1
5.650995943E0,3.810123062E1,4.969921589E0,2.610301018E0,3.851256375E1
5.660995009E0,3.618126297E1,6.473594666E0,-9.230804443E-2,3.675594835E1
5.670994075E0,3.202519989E1,6.853070736E0,-3.979874611E0,3.299117167E1
5.680993075E0,2.876502228E1,4.512740135E0,-6.316132545E0,2.979404069E1
5.690992141E0,2.562614441E1,9.997677803E-1,-7.180299282E0,2.663185143E1
5.700991207E0,2.349962425E1,-2.990700245E0,-7.619443893E0,2.488438372E1
5.710990207E0,1.942097282E1,-7.270290375E0,-8.591696739E0,2.244657124E1
5.720989273E0,1.487010574E1,-1.098908043E1,-8.325301170E0,2.027783453E1
5.730988339E0,7.934525013E0,-1.613336754E1,-7.936973572E0,1.965293324E1
5.740987339E0,1.727546215E0,-2.105215645E1,-8.487223625E0,2.276424108E1
5.750986405E0,-8.145465851E0,-2.479933167E1,-8.018610001E0,2.730665800E1
5.760985471E0,-2.710899353E1,-2.498027802E1,-6.379336357E0,3.741133187E1
5.770984504E0,-4.572519684E1,-1.706956863E1,-6.763591290E0,4.927382638E1
5.780983570E0,-5.416641235E1,-1.243301678E1,-5.940976143E0,5.589163919E1
5.790982636E0,-5.355612564E1,-1.231737709E1,-5.547081947E0,5.523356308E1
5.800981702E0,-4.629716873E1,-1.496392250E1,-2.199063301E-1,4.865588523E1
5.810980768E0,-3.694443893E1,-1.999928284E1,6.670194626E0,4.253650642E1
5.820979768E0,-3.052874756E1,-2.508865166E1,1.166444111E1,4.120077737E1
5.830978834E0,-2.644312096E1,-2.936246109E1,1.518565369E1,4.233198371E1
5.840977734E0,-2.161490440E1,-3.240132141E1,1.315025806E1,4.110935427E1
5.850976600E0,-1.244816971E1,-3.693391037E1,5.721024513E0,3.939290273E1
5.860975466E0,4.998607159E0,-3.830600357E1,-6.388541222E0,3.915545226E1
5.870974299E0,2.315972519E1,-3.136598206E1,-1.582085991E1,4.207727783E1
5.880973132E0,3.777731323E1,-1.994754791E1,-1.905736923E1,4.677834312E1
5.890971965E0,4.117683029E1,-8.736312866E0,-1.619692230E1,4.510204882E1
5.900970698E0,3.735680389E1,-1.829068899E0,-8.570329666E0,3.837091139E1
5.910969431E0,3.347481537E1,1.976078033E0,-9.838285446E-1,3.354751954E1
5.920968164E0,3.379257202E1,4.110721111E0,1.274396896E0,3.406552567E1
5.930966830E0,3.688546371E1,5.360176563E0,6.373682022E-1,3.727834713E1
5.940965563E0,3.864115524E1,4.761939526E0,-2.104246140E0,3.899029108E1
5.950964296E0,3.425948334E1,3.314482212E0,-3.282412052E0,3.457560151E1
5.960962962E0,3.066074753E1,1.120971680E0,-4.226340771E0,3.097095370E1
5.970961695E0,2.792577553E1,-1.659605503E0,-5.894029140E0,2.858920791E1
5.980960428E0,2.423975372E1,-3.807289600E0,-7.582644463E0,2.568185374E1
5.990959094E0,1.794521713E1,-6.944960594E0,-8.797065735E0,2.115778016E1
6.000957827E0,1.194082451E1,-9.861101151E0,-9.371483803E0,1.810108600E1
6.010956593E0,5.836513519E0,-1.375141239E1,-1.011045742E1,1.803850277E1
6.020955359E0,-5.008913279E-1,-1.722427940E1,-1.048262882E1,2.016958602E1
6.030954125E0,-1.139796829E1,-2.040119362E1,-8.284085274E0,2.479412130E1
6.040952891E0,-2.303270531E1,-2.107619476E1,-5.639719486E0,3.172566682E1
6.050951657E0,-3.646442032E1,-1.651338959E1,-3.607616425E0,4.019155236E1
6.060950390E0,-4.728617096E1,-1.161060333E1,-5.459820747E0,4.899589489E1
6.070949123E0,-5.127369690E1,-1.098000336E1,2.817707062E-1,5.243693223E1
6.080947889E0,-4.499155045E1,-1.525322914E1,4.428156853E0,4.771277799E1
6.090946655E0,-3.472787094E1,-1.969213676E1,6.734881401E0,4.048658911E1
6.100945355E0,-2.568173599E1,-2.366517639E1,7.841143608E0,3.579211743E1
6.110944121E0,-1.859184265E1,-2.551617622E1,8.048955917E0,3.258093850E1
6.120942887E0,-1.193748665E1,-2.622968674E1,5.487324715E0,2.933616857E1
6.130941653E0,-5.223334789E0,-2.556607437E1,2.548413277E0,2.621834845E1
6.140940453E0,-9.367456436E-1,-2.415119934E1,4.990386963E-2,2.416941068E1
6.150939219E0,5.925527096E0,-2.158107567E1,-1.474217415E0,2.242828605E1
6.160937985E0,1.572028828E1,-1.722889900E1,-2.658003330E0,2.347397295E1
6.170936751E0,2.448303413E1,-1.081355476E1,-3.384493828E0,2.697789327E1
6.180935451E0,3.186886787E1,-3.276642323E0,-3.904119968E0,3.227387918E1
6.190934217E0,4.023634720E1,2.068865776E0,-4.742734909E0,4.056768882E1
6.200932983E0,4.393780518E1,4.664135933E0,-7.390279770E0,4.479845000E1
6.210931683E0,4.389325714E1,6.670291901E0,-8.730002403E0,4.524736189E1
6.220930449E0,4.045955658E1,6.920444489E0,-9.965105057E0,4.223945536E1
6.230929215E0,3.603725433E1,4.952878475E0,-9.961916924E0,3.771544105E1
6.240927915E0,3.071538544E1,1.980542660E0,-1.002491951E1,3.237061110E1
6.250926681E0,2.680548477E1,-1.542433500E0,-8.697756767E0,2.822346697E1
6.260925447E0,2.356575775E1,-4.252230167E0,-8.905582428E0,2.554869465E1
6.270924213E0,1.958399200E1,-7.737017632E0,-9.656379700E0,2.316548842E1
6.280922979E0,1.382049370E1,-1.148599625E1,-9.608386040E0,2.037781240E1
6.290921745E0,8.107201576E0,-1.599030876E1,-9.262498856E0,2.017945928E1
6.300920511E0,1.588047624E0,-2.021042252E1,-8.982575417E0,2.217362701E1
6.310919244E0,-1.037364388E1,-2.433098412E1,-8.856096268E0,2.789336330E1
6.320917910E0,-2.133655739E1,-2.483490753E1,-7.953400135E0,3.369388501E1
6.330916643E0,-4.173468781E1,-1.896243286E1,-3.729267120E0,4.599201517E1
6.340915376E0,-4.972684097E1,-1.723059464E1,-5.386004448E-1,5.263024031E1
6.350914042E0,-4.946681976E1,-1.571367836E1,-3.309472084E0,5.200806236E1
6.360912808E0,-3.841012573E1,-1.827757072E1,-2.457831860E0,4.260807773E1
6.370911541E0,-2.636533546E1,-2.155925941E1,-2.879878998E0,3.417932538E1
6.380910274E0,-2.198518562E1,-2.217366982E1,2.435340881E-1,3.122626024E1
6.390909007E0,-2.115144730E1,-2.178813934E1,6.094675064E0,3.097179044E1
6.400907740E0,-2.065989685E1,-2.159851074E1,1.051821518E1,3.168532554E1
6.410906473E0,-1.819123077E1,-2.193438530E1,9.702538490E0,3.010278041E1
6.420905239E0,-1.399570465E1,-2.369664764E1,6.020421028E0,2.817190671E1
6.430903939E0,-3.894361019E0,-2.724114609E1,-7.979660034E-1,2.752967195E1
6.440902705E0,1.078582382E1,-2.880991554E1,-7.300068855E0,3.161702444E1
6.450901471E0,3.558101654E1,-2.398494911E1,-1.426294708E1,4.521856014E1
6.460900171E0,3.482391357E1,-2.435502434E1,-1.404232693E1,4.475554840E1
6.470898937E0,4.993881226E1,-1.339796305E0,-1.440766716E1,5.199289275E1
6.480897703E0,4.093944931E1,2.470402241E0,-4.032665730E0,4.121169482E1
6.490896403E0,3.008285332E1,6.190033436E0,1.913551331E0,3.077265436E1
6.500895169E0,2.697128105E1,8.438970566E0,3.490828514E0,2.847546504E1
6.510893935E0,2.708847427E1,7.899736881E0,1.835069656E0,2.827647011E1
6.520892701E0,2.868138885E1,5.765796185E0,-1.315696239E0,2.928476616E1
