"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.530891467E0,3.047725868E1,3.442664623E0,-3.304705620E0,3.084860314E1
6.540890233E0,2.994476891E1,1.293406487E-1,-5.438771248E0,3.043494942E1
6.550888999E0,2.652869797E1,-3.676122427E0,-7.336824894E0,2.776895193E1
6.560887765E0,2.206962967E1,-6.794229507E0,-8.310888290E0,2.454182089E1
6.570886465E0,1.606499290E1,-1.072130203E1,-8.665170670E0,2.116873867E1
6.580885231E0,9.216955185E0,-1.503808975E1,-8.794019699E0,1.970865771E1
6.590883997E0,3.546947956E0,-2.007342529E1,-1.028974152E1,2.283422920E1
6.600882697E0,-6.075096130E0,-2.415422058E1,-1.146900368E1,2.742027006E1
6.610881463E0,-2.169128609E1,-2.453306198E1,-1.150499916E1,3.470948038E1
6.620880263E0,-3.779080200E1,-2.054852676E1,-9.207431793E0,4.399049293E1
6.630879063E0,-4.942902374E1,-1.799165916E1,-3.804659843E0,5.273901425E1
6.640877863E0,-5.144097519E1,-1.832841110E1,-7.634110451E-1,5.461398519E1
6.650876729E0,-4.270796967E1,-2.023650360E1,5.047316551E0,4.752854043E1
6.660875629E0,-3.295642090E1,-2.352419281E1,8.579423904E0,4.138985190E1
6.670874529E0,-2.659101295E1,-2.509884834E1,1.321143436E1,3.887899376E1
6.680873362E0,-2.465488815E1,-2.541963196E1,1.538442707E1,3.860960755E1
6.690872262E0,-2.300652313E1,-2.661721420E1,1.461137295E1,3.809551703E1
6.700871162E0,-1.797063446E1,-2.895071602E1,8.743119240E0,3.517854168E1
6.710869995E0,-9.771682739E0,-3.232200241E1,9.999084473E-1,3.378161394E1
6.720868861E0,4.666561604E0,-3.493467331E1,-8.532686234E0,3.626313460E1
6.730867727E0,2.606735611E1,-3.140497971E1,-1.663567734E1,4.407409177E1
6.740866527E0,4.084681702E1,-2.162117577E1,-1.947796631E1,5.015305448E1
6.750865393E0,4.811877823E1,-8.612816811E0,-1.024995804E1,4.994656216E1
6.760864259E0,4.183795547E1,-2.865100384E0,-2.363955498E0,4.200251902E1
6.770863125E0,3.652663803E1,2.472730160E0,5.611964226E0,3.703787012E1
6.780861991E0,3.440946960E1,5.567999840E0,5.497308731E0,3.528788211E1
6.790860857E0,3.491535950E1,7.147597313E0,1.794437408E0,3.568459726E1
6.800859723E0,3.440544128E1,7.106176376E0,-1.801902771E0,3.517781952E1
6.810858589E0,3.451624298E1,7.006913662E0,-1.779435158E0,3.526519897E1
6.820857389E0,3.022634506E1,3.031111240E0,-3.698566437E0,3.060227058E1
6.830856255E0,2.764745712E1,2.100248337E-1,-5.057407379E0,2.810699851E1
6.840855121E0,2.415962982E1,-3.547939777E0,-7.145546913E0,2.544276774E1
6.850853921E0,1.713821602E1,-7.950562954E0,-7.619483471E0,2.037121567E1
6.860852787E0,1.026428890E1,-1.156793976E1,-7.561711788E0,1.721488722E1
6.870851653E0,2.701590538E0,-1.539921188E1,-8.153615952E0,1.763280384E1
6.880850519E0,-6.209680557E0,-1.893255806E1,-8.293108940E0,2.158187997E1
6.890849385E0,-1.745819473E1,-1.921032333E1,-9.047810555E0,2.748977922E1
6.900848251E0,-3.006670761E1,-1.719954681E1,-1.112225533E1,3.638043266E1
6.910847117E0,-4.223081970E1,-1.157966614E1,-1.021098804E1,4.496437565E1
6.920845950E0,-4.593510818E1,-9.900848389E0,-7.876510143E0,4.764557036E1
6.930844716E0,-4.288134766E1,-1.327323723E1,-3.280622005E0,4.500834683E1
6.940843549E0,-3.741976929E1,-1.799479294E1,3.566939354E0,4.167462973E1
6.950842315E0,-3.357090759E1,-1.924296951E1,9.071418762E0,3.974403541E1
6.960840981E0,-2.713221550E1,-2.350238228E1,1.324576283E1,3.826185207E1
6.970839714E0,-2.064581299E1,-2.702032852E1,1.118674564E1,3.579791929E1
6.980838447E0,-1.520904636E1,-2.954919434E1,6.851931572E0,3.393256465E1
6.990837113E0,-5.748805523E0,-3.215567017E1,-5.343770981E-1,3.266988594E1
7.000835846E0,1.021937275E1,-3.169312477E1,-9.763763428E0,3.470188487E1
7.010834579E0,3.096413994E1,-2.278835869E1,-1.655104446E1,4.185718967E1
7.020833312E0,4.362453842E1,-1.028678322E1,-1.550479126E1,4.742696294E1
7.030832045E0,4.401496887E1,-1.985860825E0,-7.538968563E0,4.470008026E1
7.040830811E0,4.028028488E1,4.261889458E-1,-6.678113937E-1,4.028807465E1
7.050829577E0,3.333124542E1,3.176474094E0,3.937674522E0,3.371301217E1
7.060828343E0,3.006140327E1,4.104369164E0,4.286559105E0,3.064161226E1
7.070827043E0,2.919253540E1,4.617574215E0,1.761339188E0,2.960791162E1
7.080825809E0,2.999643517E1,3.656548023E0,-1.824687958E0,3.027351899E1
7.090824575E0,2.988608170E1,1.683840275E0,-4.646781921E0,3.029200851E1
7.100823275E0,2.846921539E1,-5.958995819E-1,-5.886833191E0,2.907758804E1
7.110822041E0,2.563275528E1,-3.707659721E0,-7.601068497E0,2.699187148E1
7.120820807E0,2.074556351E1,-7.509647369E0,-8.318974495E0,2.357919730E1
7.130819573E0,1.344505310E1,-1.187716007E1,-8.047716141E0,1.966220027E1
7.140818339E0,7.605492592E0,-1.697285843E1,-8.652997017E0,2.051330783E1
7.150817105E0,-1.618361473E-1,-2.200683212E1,-9.668987274E0,2.403780701E1
7.160815871E0,-7.052423477E0,-2.492073250E1,-9.763900757E0,2.767875256E1
7.170814637E0,-1.827629471E1,-2.499775696E1,-1.056142235E1,3.271780010E1
7.180813337E0,-3.202961349E1,-1.961048126E1,-9.676773071E0,3.878281904E1
7.190812103E0,-4.681930161E1,-1.308456326E1,-8.170685768E0,4.929516106E1
7.200810869E0,-5.440234375E1,-1.087688160E1,-5.763333797E0,5.577757233E1
7.210809569E0,-5.003341293E1,-1.335045719E1,-1.176655293E0,5.179731301E1
7.220808335E0,-3.790733337E1,-1.817232704E1,2.944270134E0,4.214105030E1
7.230807101E0,-2.734418488E1,-2.153574944E1,5.077407837E0,3.517489191E1
7.240805801E0,-2.215098381E1,-2.312360954E1,8.139401436E0,3.303963162E1
7.250804567E0,-2.049468040E1,-2.452372932E1,7.382358551E0,3.280159207E1
7.260803333E0,-1.827663803E1,-2.618352890E1,3.809440613E0,3.215780654E1
7.270802099E0,-1.270995235E1,-2.902866745E1,-1.256049633E0,3.171409913E1
7.280800832E0,-2.638992310E0,-3.179842567E1,-7.372963905E0,3.274850764E1
7.290799598E0,1.458620262E1,-3.038821983E1,-1.380760384E1,3.642596787E1
7.300798364E0,3.563888931E1,-2.181762695E1,-1.888604355E1,4.585653627E1
7.310797130E0,5.095447159E1,-7.020799637E0,-1.712678337E1,5.421232804E1
7.320795830E0,4.671552658E1,8.872852325E-1,-8.200219154E0,4.743807851E1
7.330794596E0,3.620837784E1,1.655496120E0,3.125041008E0,3.638067034E1
7.340793296E0,3.158153725E1,3.433176994E0,7.637587547E0,3.267281657E1
7.350791962E0,3.220231247E1,4.049446106E0,6.141690254E0,3.303191338E1
7.360790695E0,3.424147415E1,3.733208656E0,1.858424187E0,3.449447984E1
7.370789428E0,3.373572540E1,2.705899239E0,-1.233457565E0,3.386653919E1
7.380788161E0,3.133337402E1,4.971251488E-1,-3.356604099E0,3.151657107E1
7.390786894E0,2.648703766E1,-2.873037815E0,-6.198570728E0,2.735397209E1
7.400785627E0,2.261811256E1,-5.822416306E0,-7.983069897E0,2.468215859E1
7.410784360E0,1.752065468E1,-9.630565643E0,-8.945932388E0,2.190321532E1
7.420783093E0,1.177674961E1,-1.342637825E1,-9.006287575E0,2.000181692E1
7.430781759E0,6.828379631E0,-1.847854996E1,-1.008051205E1,2.212917305E1
7.440780492E0,1.571256042E0,-2.344161224E1,-1.180813789E1,2.629467913E1
7.450779258E0,-7.541153908E0,-2.663316727E1,-1.288394165E1,3.053179578E1
7.460777958E0,-1.856049347E1,-2.642883110E1,-1.355878162E1,3.502592740E1
7.470776724E0,-3.398556519E1,-1.901667023E1,-1.090244770E1,4.044151028E1
7.480775490E0,-4.790413284E1,-1.155522346E1,-8.083645821E0,4.993670456E1
7.490774156E0,-4.731949615E1,-1.107238293E1,-7.950821877E0,4.924376050E1
7.500772889E0,-4.595510864E1,-1.121565628E1,3.574581146E-1,4.730529286E1
7.510771655E0,-2.758952904E1,-1.799400330E1,2.182184219E0,3.301103142E1
7.520770421E0,-1.972319412E1,-1.969501686E1,6.456985474E-1,2.788036948E1
7.530769187E0,-1.691087914E1,-1.930578423E1,3.699755669E0,2.593027824E1
7.540767953E0,-1.779980850E1,-1.947717857E1,6.299411774E0,2.712703922E1
7.550766719E0,-1.903234673E1,-2.032630539E1,6.220362663E0,2.853211917E1
7.560765485E0,-1.898975945E1,-2.134229469E1,5.031229973E0,2.900720224E1
7.570764151E0,-1.189180088E1,-2.671243858E1,-6.675624847E-2,2.923993433E1
7.580762951E0,-2.767704725E-1,-3.014036942E1,-6.126296520E0,3.075792547E1
7.590761717E0,1.818425369E1,-3.026093102E1,-1.374927139E1,3.788711512E1
7.600760417E0,3.896998596E1,-2.214939499E1,-1.923277664E1,4.877658456E1
7.610759183E0,4.895754242E1,-1.225664234E1,-1.455047131E1,5.252411310E1
7.620757949E0,4.559425735E1,-6.314794540E0,-5.914324284E0,4.640788904E1
7.630756715E0,3.729963684E1,-2.651106834E0,1.102988434E1,3.898653132E1
7.640755515E0,3.153051186E1,-7.931382656E-1,1.469546127E1,3.479595994E1
7.650754281E0,2.956988525E1,1.367677689E0,1.216362953E1,3.200316452E1
7.660753047E0,2.870100975E1,3.045778275E0,6.496763229E0,2.958433130E1
7.670751847E0,2.613660049E1,3.480142117E0,8.958568573E-1,2.638249105E1
7.680750680E0,2.422005081E1,2.094589233E0,-3.225508213E0,2.452350033E1
7.690749580E0,2.327111244E1,-2.627563477E-2,-6.834606171E0,2.425401423E1
7.700748513E0,2.265437126E1,-2.402997971E0,-9.134119987E0,2.454439008E1
7.710747446E0,2.074564362E1,-6.233538628E0,-1.041004372E1,2.403347131E1
7.720746446E0,1.553719521E1,-1.016080475E1,-9.698826790E0,2.094549186E1
7.730745479E0,7.166984081E0,-1.486375618E1,-8.180139542E0,1.841769778E1
7.740744512E0,-7.719445229E-1,-1.884202766E1,-7.683690071E0,2.036312839E1
7.750743545E0,-9.304392815E0,-2.279283142E1,-9.519433022E0,2.639516044E1
7.760742645E0,-2.121159744E1,-2.182182884E1,-1.079899883E1,3.229152297E1
7.770741711E0,-4.307202911E1,-1.448653126E1,-9.173995972E0,4.635969674E1
7.780740811E0,-5.334104538E1,-1.074599266E1,-6.021306038E0,5.474485918E1
7.790739944E0,-5.354105759E1,-9.799998283E0,-3.042535782E0,5.451551924E1
7.800739077E0,-4.387273788E1,-1.568931198E1,2.974956036E0,4.668856395E1
7.810738177E0,-3.103998184E1,-2.265759468E1,5.191603661E0,3.877885787E1
7.820737210E0,-2.724911499E1,-2.483143616E1,9.459187508E0,3.806035625E1
7.830736310E0,-2.451974678E1,-2.812869263E1,1.393829727E1,3.983362225E1
7.840735376E0,-1.945138550E1,-3.046311569E1,1.308854580E1,3.844044545E1
7.850734409E0,-1.058398247E1,-3.345888138E1,6.864949226E0,3.575814531E1
7.860733509E0,3.368540764E0,-3.630319977E1,-1.895611286E0,3.650839249E1
7.870732642E0,2.867547226E1,-3.359369659E1,-1.109005737E1,4.553908797E1
7.880731742E0,4.465353012E1,-2.003043747E1,-1.570299339E1,5.139786162E1
7.890730842E0,5.070408249E1,-8.868204117E0,-1.290181732E1,5.306605238E1
7.900729908E0,3.932769775E1,-3.204413891E0,-4.258625031E0,3.968717634E1
7.910729008E0,2.966140366E1,1.044956684E0,4.746953964E0,3.005701870E1
7.920728108E0,2.587852478E1,4.237947464E0,5.917159081E0,2.688254108E1
7.930727141E0,2.928466415E1,5.298001766E0,2.985961914E0,2.990946917E1
7.940726241E0,3.209754181E1,5.674839020E0,-1.917083263E0,3.265166453E1
7.950725341E0,3.160344887E1,4.859740257E0,-5.007135391E0,3.236458652E1
7.960724374E0,2.898620224E1,2.418221951E0,-5.712478161E0,2.964253910E1
7.970723440E0,2.522814751E1,-8.837509155E-2,-6.099514008E0,2.595517883E1
7.980722406E0,2.023866653E1,-3.343028069E0,-6.782985210E0,2.160528519E1
7.990721372E0,2.092396736E1,-3.440626621E0,-6.813387394E0,2.227268662E1
8.000720305E0,8.593250275E0,-1.137781143E1,-7.212806225E0,1.597883340E1
8.010719171E0,1.923496723E0,-1.423087692E1,-7.193912029E0,1.606144663E1
8.020718037E0,-4.721709728E0,-1.720836830E1,-8.235503197E0,1.965314212E1
8.030716870E0,-1.280957127E1,-1.871319580E1,-1.027674580E1,2.489739579E1
8.040715636E0,-2.669642448E1,-1.628435135E1,-1.121490669E1,3.322127799E1
8.050714436E0,-4.582305908E1,-1.058634853E1,-8.919893265E0,4.786844488E1
8.060713169E0,-5.444269943E1,-9.258726120E0,-5.174654484E0,5.546628327E1
8.070711869E0,-5.172101593E1,-1.131676865E1,4.751391411E-1,5.294675154E1
8.080710602E0,-5.202419281E1,-1.101280117E1,1.801624298E-1,5.317735313E1
8.090709335E0,-3.179893684E1,-2.319314384E1,8.574612617E0,4.028173640E1
8.100708035E0,-2.587729836E1,-2.730906677E1,1.052795410E1,3.906734590E1
8.110706801E0,-1.861916161E1,-3.022731781E1,8.532069206E0,3.651246535E1
8.120705567E0,-1.359140396E1,-3.167127228E1,5.019279480E0,3.482799041E1
8.130704333E0,-5.377612114E0,-3.315527725E1,-7.243099213E-1,3.359636508E1
8.140703133E0,7.571252823E0,-3.209090424E1,-8.079762459E0,3.394749719E1
8.150701899E0,2.077003860E1,-2.652635956E1,-1.296592808E1,3.609927348E1
8.160700665E0,3.149093819E1,-1.661507225E1,-1.455254364E1,3.846448154E1
8.170699431E0,3.486992264E1,-8.272233963E0,-8.617595673E0,3.685925006E1
8.180698131E0,3.124180031E1,-5.321123600E0,-7.122282982E-1,3.169971154E1
8.190696897E0,2.946739388E1,-3.066347837E0,7.489310265E0,3.055846133E1
8.200695697E0,3.159395027E1,-3.092374802E-1,9.790557861E0,3.307761093E1
8.210694397E0,3.479495621E1,1.198303938E0,6.882262230E0,3.548930040E1
8.220693163E0,3.630194092E1,2.359739542E0,2.268302917E0,3.644920415E1
8.230691929E0,3.463212204E1,2.123623610E0,-1.909668922E0,3.474968330E1
8.240690695E0,3.343490219E1,6.067132950E-1,-3.786546230E0,3.365410403E1
8.250689461E0,3.072988319E1,-9.996514320E-1,-5.102367401E0,3.116663564E1
8.260688227E0,2.766391373E1,-3.378161430E0,-5.942119598E0,2.849583974E1
8.270686993E0,2.328699875E1,-5.843178272E0,-5.373226643E0,2.460281707E1
8.280685759E0,2.380362701E1,-6.049721718E0,-5.374876499E0,2.514162066E1
8.290684459E0,1.370723724E1,-1.099236488E1,-5.516399384E0,1.841605552E1
8.300683225E0,1.122933006E1,-1.288766384E1,-6.518374443E0,1.829423238E1
8.310681991E0,8.508629799E0,-1.487118721E1,-8.025263786E0,1.891966831E1
8.320680691E0,3.260774374E0,-1.699398232E1,-8.877365112E0,1.944828259E1
8.330679457E0,-9.471555948E-1,-1.972415543E1,-1.000889969E1,2.213859715E1
8.340678223E0,-6.369038582E0,-2.111861801E1,-1.145499229E1,2.485513081E1
8.350676923E0,-1.440107727E1,-2.135308456E1,-1.131910324E1,2.813302943E1
8.360675689E0,-2.113362312E1,-2.012479973E1,-9.558646202E0,3.070839149E1
8.370674455E0,-2.681598091E1,-1.898845863E1,-7.526603222E0,3.370917011E1
8.380673221E0,-2.757106209E1,-1.969157600E1,-1.347115993E0,3.390776241E1
8.390671987E0,-2.622770500E1,-2.004887390E1,-4.643216133E-1,3.301613922E1
8.400670720E0,-2.235905266E1,-2.016976738E1,1.346678734E0,3.014233394E1
8.410669453E0,-2.129754829E1,-1.970532608E1,4.669429779E0,2.938858645E1
8.420668186E0,-2.226597595E1,-1.910509491E1,7.896996498E0,3.038323370E1
8.430666852E0,-2.308112526E1,-1.881592941E1,1.081598568E1,3.168222039E1
8.440665585E0,-2.403563690E1,-1.948004913E1,1.328911018E1,3.367171818E1
8.450664318E0,-2.357114983E1,-2.018385124E1,1.348887634E1,3.383691387E1
8.460662984E0,-2.327715302E1,-2.099012375E1,1.109609222E1,3.324957759E1
8.470661717E0,-2.050893784E1,-2.266870499E1,6.169116020E0,3.118564909E1
8.480660450E0,-1.631446457E1,-2.650004959E1,2.598843575E0,3.122768596E1
8.490659183E0,-7.920493603E0,-3.189293098E1,-2.694774628E0,3.297203476E1
8.500657916E0,1.401289082E1,-3.958560181E1,-1.312522888E1,4.399605224E1
8.510656682E0,3.685661697E1,-3.301464081E1,-2.057052231E1,5.358659450E1
8.520655448E0,5.010596085E1,-2.041606331E1,-1.630965805E1,5.651042292E1
8.530654214E0,5.180860138E1,-9.284051895E0,-5.156300068E0,5.288584146E1
8.540652914E0,4.635567093E1,-1.815357447E0,4.736537933E0,4.663237654E1
8.550651680E0,3.678944397E1,2.255265713E0,6.428073883E0,3.741483055E1
8.560650446E0,3.063589859E1,4.964790821E0,4.167263985E0,3.131411055E1
8.570649146E0,2.685421371E1,7.079222202E0,-1.641330719E-1,2.777212849E1
8.580647912E0,2.325943375E1,8.493617058E0,-6.585181713E0,2.562240049E1
8.590646678E0,2.158267593E1,6.583302498E0,-1.122912979E1,2.520406967E1
8.600645378E0,2.057064819E1,4.555786133E0,-1.296486759E1,2.473852352E1
8.610644144E0,2.058501053E1,2.257309437E0,-1.412181664E1,2.506519119E1
8.620642910E0,1.904483223E1,-1.228169918E0,-1.545739365E1,2.455901167E1
8.630641676E0,1.426521397E1,-4.571349144E0,-1.547211456E1,2.153554948E1
8.640640442E0,9.078665733E0,-8.764743805E0,-1.472397041E1,1.939170467E1
8.650639208E0,2.505275011E0,-1.395489216E1,-1.436028481E1,2.018001977E1
8.660637974E0,-5.966830730E0,-1.823599625E1,-1.267957306E1,2.299839562E1
8.670636740E0,-1.927881432E1,-2.185374451E1,-9.222269058E0,3.056646982E1
8.680635440E0,-3.947915649E1,-1.950565529E1,-2.851108551E0,4.412712551E1
8.690634173E0,-5.339939499E1,-1.357881546E1,3.898418427E0,5.523655747E1
8.700632939E0,-4.984145355E1,-1.592948627E1,2.211915016E0,5.237185879E1
8.710631639E0,-4.372439575E1,-2.186227417E1,5.236627579E0,4.916506976E1
8.720630405E0,-3.722801971E1,-2.719820976E1,1.384703827E1,4.813946962E1
8.730629171E0,-2.964183998E1,-3.179810715E1,2.026753235E1,4.796385267E1
8.740627937E0,-2.169353104E1,-3.565511322E1,2.144750977E1,4.692432272E1
8.750626703E0,-1.059545898E1,-3.887021255E1,1.537093449E1,4.312102506E1
8.760625503E0,4.505657196E0,-4.156121063E1,3.706035614E0,4.196867732E1
8.770624303E0,2.124542427E1,-3.540754318E1,-7.080210686E0,4.189500627E1
8.780623203E0,3.100836182E1,-2.380239868E1,-1.202552700E1,4.089848390E1
8.790622103E0,3.425380325E1,-8.922112465E0,-9.254713058E0,3.658656641E1
8.800621069E0,2.915744019E1,-2.639151335E0,-5.630493164E0,2.981314964E1
8.810620035E0,2.267142296E1,5.191235542E-1,-1.731326580E0,2.274335947E1
8.820618968E0,1.708262825E1,2.943344116E0,-2.580797672E0,1.752540953E1
8.830617968E0,1.237661743E1,4.109187126E0,-3.666560173E0,1.354657674E1
8.840617034E0,1.030973053E1,3.848176003E0,-4.175949097E0,1.177019766E1
8.850616034E0,8.291159630E0,2.718721390E0,-2.257649422E0,9.012866077E0
8.860615100E0,6.834537983E0,1.144567013E0,-5.059595108E-1,6.948160772E0
8.870614133E0,6.061177254E0,-1.213593483E-1,-5.556821823E-2,6.062646750E0
8.880613199E0,5.795482635E0,-4.700942039E-1,-3.399219513E-1,5.824444563E0
8.890612265E0,4.864621162E0,1.300859451E-1,6.225118637E-1,4.906014923E0
8.900611331E0,4.775542736E0,3.922319412E-2,8.046855927E-1,4.843022381E0
8.910610397E0,5.202661037E0,-3.434877396E-1,4.904904366E-1,5.237007406E0
8.920609463E0,5.854837418E0,-3.957281113E-1,-2.226214409E-1,5.872417069E0
8.930608429E0,6.001760483E0,-7.674407959E-2,-1.304996490E0,6.142477870E0
8.940607495E0,5.033937931E0,4.193434715E-1,-2.616919994E0,5.688993786E0
8.950606561E0,2.970527172E0,5.583877563E-1,-3.602924824E0,4.702860390E0
8.960605561E0,7.888163328E-1,1.013703346E-1,-3.431551695E0,3.522506804E0
8.970604627E0,-8.638054729E-1,-7.671246529E-1,-2.231793880E0,2.513074621E0
8.980603693E0,-1.914382339E0,-1.848574162E0,-7.950029373E-1,2.777429718E0
8.990602793E0,-2.672975302E0,-2.651036739E0,2.498221397E-1,3.772956912E0
9.000601859E0,-3.308624506E0,-3.056688786E0,1.061385155E0,4.627837605E0
9.010600925E0,-3.145870686E0,-3.302325726E0,1.409586430E0,4.773760726E0
9.020599991E0,-3.084223032E0,-3.279849529E0,1.374400139E0,4.707315624E0
9.030599057E0,-2.383257389E0,-4.069259167E0,3.301948547E0,5.756878508E0
9.040598023E0,-1.721549511E0,-4.441894531E0,3.970430851E0,6.201490215E0
9.050597089E0,5.080139041E-1,-5.496586323E0,5.312159538E0,7.660912367E0
9.060596122E0,-3.816045523E-1,-4.371808052E0,4.344349384E0,6.175086983E0
9.070595088E0,-2.067704201E-1,-3.662225246E0,2.140287876E0,4.246819981E0
9.080594021E0,-2.508465052E-1,-2.967531204E0,4.841995239E-1,3.017219680E0
9.090592887E0,-2.565217018E-2,-2.313271999E0,-1.013071060E0,2.525509523E0
9.100591687E0,1.074374676E0,-2.527456284E0,4.279446602E-1,2.779469885E0
9.110590520E0,1.633077025E0,-2.271871090E0,8.317499161E-1,2.918929040E0
9.120589320E0,2.517506599E0,-2.463567734E0,1.815820694E0,3.962853801E0
9.130588120E0,1.756314874E0,-2.242616653E0,1.757961750E0,3.347297552E0
9.140586853E0,5.869263411E-1,-1.831131935E0,1.221471786E0,2.278051803E0
9.150585586E0,-4.250071049E-1,-1.594499111E0,8.582339287E-1,1.860006433E0
9.160584319E0,-6.744098663E-1,-1.480915070E0,7.775712013E-1,1.803484151E0
9.170583085E0,-7.704184055E-1,-1.312594414E0,5.627412796E-1,1.622691087E0
9.180581751E0,-8.873079419E-1,-1.104589939E0,3.632950783E-1,1.462674821E0
9.190580484E0,-6.749389172E-1,-1.284131527E0,3.877534866E-1,1.501628811E0
9.200579217E0,-3.688989282E-1,-1.427803040E0,3.405671120E-1,1.513503848E0
9.210577883E0,-3.552961648E-1,-1.216822147E0,3.931975365E-1,1.327213549E0
9.220576616E0,-2.649350762E-1,-9.856867790E-1,8.537416458E-1,1.330655409E0
9.230575416E0,-2.986099422E-1,-1.013959885E0,8.219499588E-1,1.338986288E0
9.240574182E0,-3.805416524E-1,-1.086217403E0,6.808352470E-1,1.337242248E0
9.250572948E0,-4.528960288E-1,-1.103228092E0,6.186699867E-1,1.343495288E0
9.260571714E0,-4.509700537E-1,-1.203360081E0,6.941041946E-1,1.460558149E0
9.270570480E0,-1.861618757E-1,-1.435759544E0,1.149580002E0,1.848674091E0
9.280569246E0,2.721422315E-1,-1.805429459E0,1.410906315E0,2.307443077E0
9.290567946E0,9.544717669E-1,-2.234771729E0,2.174606323E0,3.261001946E0
9.300566712E0,1.067183852E0,-1.985545158E0,3.214992046E0,3.926505419E0
9.310565478E0,1.451198220E0,-2.013463974E0,2.901175022E0,3.817961492E0
9.320564178E0,1.851075053E0,-2.332853317E0,2.680008888E0,4.006386289E0
9.330562944E0,1.622410297E0,-2.242120743E0,2.470877647E0,3.710061583E0
9.340561744E0,9.126948118E-1,-1.832372665E0,1.809778690E0,2.732379972E0
9.350560444E0,3.386311531E-1,-1.555410385E0,1.484801769E0,2.176834587E0
9.360559210E0,-2.298003435E-2,-1.638047695E0,1.360525608E0,2.129497186E0
9.370557976E0,-1.740627289E-1,-1.818085670E0,1.533867359E0,2.385053965E0
9.380556742E0,-1.176512241E-1,-2.004406452E0,1.930895805E0,2.785649951E0
9.390555508E0,-6.656694412E-2,-2.183463573E0,2.476680279E0,3.302406628E0
9.400554274E0,-1.145887375E-1,-2.197687149E0,2.615647316E0,3.418270069E0
9.410553040E0,-1.245207191E-1,-2.158092022E0,2.587515354E0,3.371661652E0
9.420551806E0,-1.239643693E-1,-2.090961933E0,2.416563034E0,3.198009673E0
9.430550506E0,-1.745570898E-1,-1.985099792E0,2.150022507E0,2.931499300E0
9.440549272E0,-1.457511187E-1,-1.897050858E0,2.004104137E0,2.763417945E0
9.450548038E0,-2.041816711E-3,-1.770337582E0,2.036499023E0,2.698412051E0
9.460546738E0,1.794059277E-1,-1.647231579E0,2.040092468E0,2.628219100E0
9.470545504E0,3.935864568E-1,-1.604259014E0,1.973769665E0,2.573776209E0
9.480544270E0,3.572846651E-1,-1.628520489E0,1.984257698E0,2.591719492E0
9.490543003E0,4.074199200E-1,-1.615317345E0,2.090451717E0,2.673056209E0
9.500541769E0,4.122084975E-1,-1.516489506E0,2.088436127E0,2.613660598E0
9.510540535E0,3.972589970E-1,-1.419485092E0,1.728499889E0,2.271665580E0
9.520539301E0,6.194123030E-1,-1.305463791E0,1.398950100E0,2.011210753E0
9.530538034E0,6.552340984E-1,-1.201891422E0,1.334710121E0,1.911890641E0
9.540536700E0,7.099883556E-1,-1.290903091E0,1.486602783E0,2.092964905E0
9.550535433E0,5.832156539E-1,-1.417860508E0,1.826384068E0,2.384564464E0
9.560534133E0,4.828458428E-1,-1.535150528E0,2.136772633E0,2.674999913E0
9.570532799E0,3.790941834E-1,-1.675243855E0,2.300480843E0,2.870952190E0
9.580531532E0,2.440123558E-1,-1.718528271E0,2.228288651E0,2.824562224E0
9.590530265E0,2.159523964E-1,-1.740124702E0,2.045332909E0,2.694077973E0
9.600528931E0,2.877672315E-1,-1.772692204E0,1.824406147E0,2.560020589E0
9.610527664E0,4.768636227E-1,-1.848977089E0,1.782110691E0,2.611902315E0
9.620526364E0,4.764056802E-1,-1.917874336E0,1.900167942E0,2.741503702E0
9.630525097E0,3.577173948E-1,-1.976450443E0,1.997933388E0,2.833029458E0
9.640523863E0,3.144744039E-1,-2.010654449E0,2.111863136E0,2.932846974E0
9.650522629E0,2.956335545E-1,-1.978675365E0,2.030850887E0,2.850773707E0
9.660521395E0,3.104396462E-1,-1.919869423E0,1.969475746E0,2.767870317E0
9.670520161E0,3.082471490E-1,-1.886947155E0,1.877537727E0,2.679689122E0
9.680518861E0,4.342768192E-1,-1.880189419E0,1.786623001E0,2.629777624E0
9.690517627E0,5.629875064E-1,-1.839390755E0,1.760966778E0,2.607933525E0
9.700516393E0,6.532997489E-1,-1.823590755E0,1.820982456E0,2.658620114E0
9.710515093E0,6.947552562E-1,-1.846960545E0,1.743522644E0,2.633214638E0
9.720513826E0,7.403541803E-1,-1.818253517E0,1.712495327E0,2.605150746E0
9.730512592E0,6.544910669E-1,-1.825314045E0,1.623814583E0,2.529210098E0
9.740511358E0,5.323362947E-1,-1.779203892E0,1.457556248E0,2.360808894E0
9.750510124E0,4.909296632E-1,-1.744078159E0,1.431006908E0,2.308809505E0
9.760508890E0,4.861939549E-1,-1.802159309E0,1.536979198E0,2.417947021E0
9.770507656E0,3.707494736E-1,-1.810829163E0,1.683765411E0,2.500324657E0
9.780506389E0,2.842649817E-1,-1.773033619E0,1.913066387E0,2.623790730E0
9.790505122E0,2.749660611E-1,-1.806751251E0,2.065662861E0,2.758064443E0
9.800503888E0,3.867238164E-1,-1.867301941E0,2.001614094E0,2.764567024E0
9.810502654E0,4.968542457E-1,-1.921755791E0,2.049768925E0,2.853342269E0
9.820501354E0,3.528019786E-1,-1.914287090E0,2.024600506E0,2.808553277E0
