"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.326487983E0,-3.421737194E0,-9.631596565E0,6.198682785E0,1.195406233E1
1.336486816E0,-1.255364060E0,-9.500232697E0,8.850955963E0,1.304491402E1
1.346485649E0,-1.038665771E-1,-8.202528000E0,1.118048096E1,1.386706199E1
1.356484515E0,2.578513622E-1,-7.034411907E0,1.258189297E1,1.441712415E1
1.366483281E0,-1.746919155E-1,-6.291047096E0,1.431358433E1,1.563606367E1
1.376482114E0,-7.512603998E-1,-6.804220676E0,1.547024345E1,1.691715826E1
1.386480947E0,-1.799077749E0,-6.877687454E0,1.749989700E1,1.888877075E1
1.396479713E0,-2.579468489E0,-7.082374096E0,1.915509033E1,2.058473138E1
1.406478546E0,-3.440140724E0,-6.828132153E0,2.119282532E1,2.252984247E1
1.416477379E0,-3.158638239E0,-6.975315094E0,2.308586121E1,2.432260274E1
1.426476145E0,-1.987845659E0,-6.301627636E0,2.460173988E1,2.547366575E1
1.436474978E0,-9.035373926E-1,-6.260389328E0,2.572257423E1,2.648885954E1
1.446473811E0,-4.102368355E-1,-6.144932270E0,2.599290085E1,2.671253229E1
1.456472644E0,-5.474448204E-1,-6.008730412E0,2.582843399E1,2.652381080E1
1.466471477E0,-9.926564693E-1,-6.188541889E0,2.526100159E1,2.602694025E1
1.476470310E0,-1.700748205E0,-6.652833939E0,2.450257874E1,2.544659326E1
1.486469143E0,-2.432503939E0,-7.203467369E0,2.295640182E1,2.418270875E1
1.496467976E0,-2.598071575E0,-7.391481876E0,2.181267929E1,2.317707829E1
1.506466742E0,-2.447851896E0,-7.698164940E0,2.031364250E1,2.186087359E1
1.516465575E0,-2.293210745E0,-7.846633434E0,1.886547089E1,2.056050738E1
1.526464408E0,-2.152268410E0,-7.998481750E0,1.753591537E1,1.939371799E1
1.536463174E0,-1.711568594E0,-8.356762886E0,1.583694267E1,1.798815461E1
1.546462007E0,-1.217163801E0,-8.673924446E0,1.348895836E1,1.608323508E1
1.556460807E0,-6.968992949E-1,-8.795382500E0,1.115793800E1,1.422476722E1
1.566459607E0,-2.296254635E-1,-8.865440369E0,9.035612106E0,1.266061005E1
1.576458340E0,-3.179436922E-1,-8.576272011E0,6.636854649E0,1.084902620E1
1.586457073E0,-2.324881554E-1,-8.410327911E0,4.005418777E0,9.318317761E0
1.596455773E0,1.595741510E-1,-8.492029190E0,6.039061546E-1,8.514970717E0
1.606454506E0,7.189327478E-1,-8.833430290E0,-2.708657026E0,9.267317728E0
1.616453172E0,2.254948616E-1,-8.615481377E0,-7.503264427E0,1.142700067E1
1.626451905E0,-5.670823455E-1,-8.952789307E0,-1.082745457E1,1.406086026E1
1.636450638E0,-1.509321570E0,-9.855439186E0,-1.246074581E1,1.595863150E1
1.646449304E0,-3.206058025E0,-1.087718201E1,-1.446082115E1,1.837681270E1
1.656448037E0,-4.124810219E0,-1.100725174E1,-1.485473347E1,1.894298700E1
1.666446737E0,-3.890493631E0,-1.111089230E1,-1.463640976E1,1.878330000E1
1.676445437E0,-4.812775612E0,-1.117092896E1,-1.561021233E1,1.978967386E1
1.686444203E0,-4.714682579E0,-1.190120316E1,-1.598461342E1,2.047864093E1
1.696442969E0,-4.758174419E0,-1.124298859E1,-1.446218014E1,1.892616365E1
1.706441735E0,-3.487665892E0,-1.174864292E1,-1.422394276E1,1.877538206E1
1.716440501E0,-2.316201210E0,-1.243243504E1,-1.168553162E1,1.721864914E1
1.726439267E0,-1.145599604E0,-1.183247566E1,-1.075718307E1,1.603236933E1
1.736438033E0,-2.404764891E-1,-1.175376129E1,-9.738491058E0,1.526587507E1
1.746436799E0,5.323191881E-1,-1.118829536E1,-8.485284805E0,1.405209504E1
1.756435499E0,1.319770575E0,-1.107588387E1,-8.130245209E0,1.380282163E1
1.766434265E0,1.581284761E0,-1.095873451E1,-8.341522217E0,1.386273121E1
1.776433031E0,9.475503564E-1,-1.083778572E1,-8.207788467E0,1.362803150E1
1.786431731E0,-1.538282037E-1,-1.100574493E1,-8.488939285E0,1.390007823E1
1.796430497E0,-5.647407174E-1,-1.113524818E1,-8.422548294E0,1.397326032E1
1.806429263E0,-5.613768101E-1,-1.160395145E1,-7.888266563E0,1.404249204E1
1.816428029E0,-6.563028097E-1,-1.150879669E1,-8.047612190E0,1.405870537E1
1.826426762E0,-1.394146681E0,-1.193745613E1,-6.480677128E0,1.365451134E1
1.836425528E0,-2.302338600E0,-1.175007725E1,-5.530632019E0,1.318912313E1
1.846424294E0,-2.933414936E0,-1.130339050E1,-3.339284897E0,1.214587929E1
1.856423060E0,-2.912003517E0,-1.071295261E1,-5.293526649E-1,1.111428506E1
1.866421760E0,-1.605655193E0,-1.023106575E1,2.983832359E0,1.077757350E1
1.876420526E0,-2.287256718E-1,-9.791694641E0,6.993855953E0,1.203509952E1
1.886419259E0,6.825048923E-1,-8.959177017E0,1.101188469E1,1.421246883E1
1.896417992E0,3.043920517E0,-8.863027573E0,1.387108326E1,1.673994207E1
1.906416758E0,3.302530527E0,-7.496020317E0,1.660959244E1,1.851960014E1
1.916415524E0,3.081886768E0,-6.991617680E0,1.815788078E1,1.969998422E1
1.926414224E0,2.174975634E0,-5.640343189E0,1.638980484E1,1.746910682E1
1.936412990E0,1.548622847E0,-6.304248810E0,1.850721359E1,1.961271885E1
1.946411756E0,3.334348202E-1,-6.219375134E0,1.886108589E1,1.986283884E1
1.956410522E0,-7.505493164E-1,-5.513832092E0,1.946601486E1,2.024577495E1
1.966409322E0,3.299214840E-1,-6.119947910E0,2.081595993E1,2.169946540E1
1.976408055E0,6.341722012E-1,-5.832832813E0,2.159812927E1,2.238086909E1
1.986406788E0,1.578093290E0,-5.392905235E0,2.195286751E1,2.266058687E1
1.996405521E0,2.390601635E0,-5.267493725E0,2.227590752E1,2.301472403E1
2.006404187E0,2.690502644E0,-5.476775169E0,2.268581390E1,2.349212683E1
2.016402920E0,2.239993334E0,-6.008180141E0,2.317035294E1,2.404123653E1
2.026401653E0,9.835245609E-1,-6.668851852E0,2.383798981E1,2.477278070E1
2.036400319E0,3.832514286E-1,-7.291852474E0,2.365700150E1,2.475826557E1
2.046399052E0,7.205772400E-2,-7.943481445E0,2.284632683E1,2.418798750E1
2.056397785E0,-3.559429646E-1,-8.378118515E0,2.188821411E1,2.343957086E1
2.066396518E0,-7.300678492E-1,-8.916174889E0,2.052323341E1,2.238826218E1
2.076395251E0,-9.424821138E-1,-9.420014381E0,1.937166214E1,2.156122069E1
2.086394017E0,-1.004074574E0,-9.769945145E0,1.766532326E1,2.021196773E1
2.096392783E0,-9.038205147E-1,-1.000025749E1,1.781416893E1,2.044912360E1
2.106391549E0,-1.719033718E-1,-1.034731102E1,1.357054329E1,1.706622516E1
2.116390215E0,1.360082626E-2,-1.057604408E1,1.127838707E1,1.546140059E1
2.126389015E0,1.275022030E-1,-1.089297676E1,9.109292984E0,1.420043725E1
2.136387781E0,-1.331819296E-1,-1.084476948E1,7.313647747E0,1.308113932E1
2.146386481E0,-3.722587824E-1,-1.063699055E1,4.695367813E0,1.163316910E1
2.156385247E0,-8.263731003E-2,-1.079622364E1,2.216499329E0,1.102171235E1
2.166384013E0,4.486055374E-1,-1.115675163E1,-6.721181870E-1,1.118597769E1
2.176382679E0,6.647518873E-1,-1.058548737E1,-6.137012482E0,1.225387123E1
2.186381479E0,1.676749945E0,-1.133973122E1,-6.794701099E0,1.332550027E1
2.196380245E0,2.455508709E-1,-1.044267845E1,-1.013672829E1,1.455551747E1
2.206379011E0,-1.304087996E0,-1.036484051E1,-1.188827896E1,1.582598309E1
2.216377777E0,-2.178002596E0,-1.065751839E1,-1.258855724E1,1.663725239E1
2.226376543E0,-3.113426208E0,-1.141133595E1,-1.166542435E1,1.661307124E1
2.236375309E0,-4.331436634E0,-1.126203918E1,-1.323290634E1,1.790822940E1
2.246374075E0,-4.739508152E0,-1.116232491E1,-1.405646515E1,1.856460738E1
2.256372775E0,-4.810462475E0,-1.173691750E1,-1.404928207E1,1.892823574E1
2.266371541E0,-5.278183460E0,-1.176425171E1,-1.379392147E1,1.888197840E1
2.276370307E0,-4.943862438E0,-1.207215881E1,-1.407810211E1,1.919301314E1
2.286369007E0,-3.856486797E0,-1.210699081E1,-1.369640160E1,1.868269610E1
2.296367773E0,-2.172440052E0,-1.205556011E1,-1.256903267E1,1.755097170E1
2.306366539E0,-8.349840641E-1,-1.168610382E1,-1.130905914E1,1.628364331E1
2.316365339E0,1.541399062E-1,-1.131100464E1,-1.005597210E1,1.513555945E1
2.326364172E0,8.477473259E-1,-1.113739586E1,-8.609014511E0,1.410231871E1
2.336363072E0,5.935520530E-1,-1.111726761E1,-8.281879425E0,1.387571511E1
2.346361938E0,-2.448400855E-1,-1.127797318E1,-7.818367004E0,1.372514074E1
2.356360838E0,-9.801954031E-1,-1.153086853E1,-7.992925644E0,1.406444355E1
2.366359671E0,-1.483091831E0,-1.188415051E1,-8.302378654E0,1.457264856E1
2.376358571E0,-1.677948594E0,-1.231693077E1,-8.610404015E0,1.512155258E1
2.386357437E0,-2.418368816E0,-1.230279541E1,-8.766895294E0,1.529920703E1
2.396356237E0,-2.624446869E0,-1.230272198E1,-8.712282181E0,1.530191329E1
2.406355103E0,-2.524198532E0,-1.226250076E1,-7.551936150E0,1.462095219E1
2.416353969E0,-2.245767355E0,-1.208334541E1,-6.363674641E0,1.384005283E1
2.426352769E0,-1.595947027E0,-1.178862000E1,-4.451775551E0,1.270184687E1
2.436351635E0,-7.134664059E-2,-1.156893921E1,-7.310237885E-1,1.159223191E1
2.446350501E0,6.031407118E-1,-1.033649826E1,4.217267513E0,1.117999643E1
2.456349367E0,1.498508215E0,-9.763909340E0,7.767560482E0,1.256640157E1
2.466348233E0,1.821376562E0,-9.465535164E0,1.210613060E1,1.547488826E1
2.476347099E0,1.690684319E0,-8.906637192E0,1.483007717E1,1.738153585E1
2.486345965E0,2.141444921E0,-8.879325867E0,1.678746414E1,1.911144072E1
2.496344831E0,3.323544502E0,-8.828854561E0,1.860095215E1,2.085641488E1
2.506343631E0,3.807930946E0,-8.023197174E0,2.080908203E1,2.262498455E1
2.516342497E0,4.342226028E0,-7.131487370E0,2.360997581E1,2.504284323E1
2.526341363E0,4.028745651E0,-6.866788864E0,2.278101349E1,2.413209805E1
2.536340163E0,4.223212242E0,-6.273039818E0,2.607284164E1,2.714736859E1
2.546339029E0,3.082685471E0,-5.571500301E0,2.697284698E1,2.771423894E1
2.556337895E0,5.090489864E0,-6.390184402E0,2.611440468E1,2.736255974E1
2.566336761E0,7.558770657E0,-7.760692596E0,2.673593712E1,2.884742098E1
2.576335627E0,7.526184559E0,-7.805751801E0,2.812794876E1,3.014555882E1
2.586334493E0,7.265794277E0,-8.333769798E0,2.848896790E1,3.055920119E1
2.596333359E0,6.627414703E0,-9.038970947E0,2.828100967E1,3.042106391E1
2.606332225E0,5.190287590E0,-9.492614746E0,2.721103859E1,2.928292064E1
2.616330991E0,4.069751263E0,-9.995433807E0,2.392852020E1,2.624967907E1
2.626329791E0,2.901434898E0,-1.027338409E1,2.041504288E1,2.303768046E1
2.636328524E0,2.047152996E0,-1.041910744E1,1.792270660E1,2.083199576E1
2.646327224E0,1.430908680E0,-1.057528973E1,1.539963722E1,1.873587679E1
2.656325957E0,8.099737167E-1,-1.074193001E1,1.292904091E1,1.682870216E1
2.666324690E0,5.568075180E-1,-1.099361134E1,1.106200409E1,1.560568676E1
2.676323356E0,4.063155651E-1,-1.123200130E1,9.408935547E0,1.465779703E1
2.686322089E0,1.045181751E-1,-1.116115856E1,7.749242306E0,1.358797780E1
2.696320822E0,-8.904910088E-2,-1.102991295E1,6.638488293E0,1.287386640E1
2.706319555E0,-1.278834343E-1,-1.066031075E1,5.030540943E0,1.178833837E1
2.716318355E0,2.661173344E-1,-1.063029861E1,3.232081890E0,1.111397411E1
2.726317121E0,4.259102345E-1,-1.053760433E1,1.033189297E0,1.059669688E1
2.736315887E0,7.418601513E-1,-1.031809616E1,-2.449069738E0,1.063068236E1
2.746314653E0,5.209944248E-1,-9.600304604E0,-6.763921738E0,1.175533585E1
2.756313353E0,3.371176720E-1,-9.736682892E0,-8.767315865E0,1.310658115E1
2.766312119E0,-2.231746912E-1,-9.981628418E0,-1.060779953E1,1.456736502E1
2.776310919E0,-1.283481717E0,-1.052718925E1,-1.120399380E1,1.542720052E1
2.786309619E0,-2.292347193E0,-1.091248703E1,-1.216686821E1,1.650363326E1
2.796308385E0,-3.500765800E0,-1.182747936E1,-1.162092972E1,1.694669988E1
2.806307151E0,-5.258708000E0,-1.095022678E1,-1.305646610E1,1.783347368E1
2.816305917E0,-5.774862289E0,-1.125951481E1,-1.409146023E1,1.893924390E1
2.826304683E0,-5.564769745E0,-1.121166515E1,-1.402692223E1,1.879953842E1
2.836303449E0,-3.975890636E0,-1.178895760E1,-1.390228939E1,1.865638973E1
2.846302215E0,-5.136710167E0,-1.025192833E1,-1.168894100E1,1.637434480E1
2.856300981E0,-3.017296553E0,-1.165765285E1,-1.382183266E1,1.833161222E1
2.866299681E0,-1.930869699E0,-1.104465199E1,-1.166326046E1,1.617851167E1
2.876298447E0,-2.593178749E-1,-1.084582710E1,-9.788286209E0,1.461197311E1
2.886297213E0,8.480214477E-1,-1.018215179E1,-9.884675026E0,1.421626378E1
2.896295913E0,1.389591217E0,-1.002782917E1,-7.942627430E0,1.286754258E1
2.906294679E0,9.602118731E-1,-9.821612358E0,-7.618663311E0,1.246716114E1
2.916293445E0,-2.944946289E-2,-1.006605148E1,-7.383672714E0,1.248378478E1
2.926292145E0,-1.249094605E0,-1.038957310E1,-7.580280304E0,1.292145951E1
2.936290911E0,-1.967219949E0,-1.063092041E1,-8.093322754E0,1.350512111E1
2.946289677E0,-2.268786907E0,-1.121305656E1,-8.587038040E0,1.430444874E1
2.956288443E0,-2.388014317E0,-1.165095711E1,-9.193923950E0,1.503248654E1
2.966287209E0,-2.575620174E0,-1.203855896E1,-9.249684334E0,1.539861622E1
2.976285975E0,-2.657920599E0,-1.218407917E1,-8.735609055E0,1.522587248E1
2.986284741E0,-2.614964247E0,-1.224092484E1,-6.993775368E0,1.433845085E1
2.996283507E0,-2.327179432E0,-1.230141449E1,-4.803053856E0,1.340932097E1
3.006282207E0,-1.029096365E0,-1.190087605E1,-9.973759651E-1,1.198685316E1
3.016280940E0,1.779367924E-1,-1.125807190E1,2.726403236E0,1.158486595E1
3.026279673E0,9.795010090E-1,-1.059186935E1,6.552021027E0,1.249304199E1
3.036278339E0,1.640783072E0,-9.431284904E0,7.958658695E0,1.244915870E1
3.046277072E0,4.284620285E-1,-8.759401321E0,1.092200947E1,1.400717609E1
3.056275805E0,2.561423779E-1,-9.095182419E0,1.180175495E1,1.490199222E1
3.066274538E0,-1.176354885E-1,-8.529326439E0,1.395686722E1,1.635718161E1
3.076273271E0,2.137045860E-1,-8.288618088E0,1.624018860E1,1.823432437E1
3.086272004E0,1.514816999E0,-7.770441055E0,1.891411400E1,2.050410040E1
3.096270737E0,3.508799791E0,-7.808919907E0,2.103958893E1,2.271464744E1
3.106269437E0,4.766772270E0,-7.605712891E0,2.363269997E1,2.527990297E1
3.116268137E0,5.100020409E0,-7.398901939E0,2.496910477E1,2.653695821E1
3.126266903E0,4.887330055E0,-7.199029922E0,2.643078041E1,2.782621390E1
3.136265669E0,4.286327362E0,-7.065755844E0,2.743760681E1,2.865518758E1
3.146264369E0,3.521794796E0,-7.098418236E0,2.840280724E1,2.948745562E1
3.156263135E0,2.847393036E0,-7.307619572E0,2.916014481E1,3.019640700E1
3.166261901E0,2.884552479E0,-7.844100475E0,2.870321274E1,2.989523335E1
3.176260601E0,3.049740791E0,-8.255968094E0,2.794914436E1,2.930216031E1
3.185165113E0,3.139934540E0,-8.436723709E0,2.642913055E1,2.792017976E1
3.195163879E0,3.001217842E0,-8.476572037E0,2.444883347E1,2.605004875E1
3.205162645E0,2.637059212E0,-8.408823013E0,2.220493698E1,2.388978049E1
3.215161411E0,2.195765018E0,-8.433835030E0,2.046885300E1,2.224690766E1
3.225160177E0,2.003135920E0,-8.785617828E0,1.841541290E1,2.050187959E1
3.235158943E0,1.961840153E0,-9.297920227E0,1.671899033E1,1.923082876E1
3.245157709E0,1.703892946E0,-9.684978485E0,1.444653702E1,1.747582591E1
3.255156409E0,1.379817486E0,-1.001916695E1,1.222985458E1,1.587000144E1
3.265155142E0,8.126244545E-1,-1.000691032E1,1.013418102E1,1.426535095E1
