"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.275153908E0,3.900728226E-1,-9.972742081E0,7.969913960E0,1.277212864E1
3.285152608E0,6.881239414E-1,-1.011634064E1,4.982182026E0,1.129761038E1
3.295151374E0,1.082730770E0,-1.059204865E1,1.877374649E0,1.081149092E1
3.305150140E0,1.281371593E0,-1.092523098E1,2.212060928E0,1.122032970E1
3.315148906E0,3.315947056E-1,-1.134059906E1,-4.099198341E0,1.206327357E1
3.325147639E0,-1.573450565E-1,-1.141445065E1,-6.590884686E0,1.318158571E1
3.335146405E0,-2.901566029E-1,-1.159439945E1,-8.670389175E0,1.448067464E1
3.345145171E0,-1.496289849E0,-1.176401520E1,-9.497365952E0,1.519312005E1
3.355143971E0,-2.417800903E0,-1.207182884E1,-9.561243057E0,1.558820649E1
3.365142804E0,-3.366033554E0,-1.281061172E1,-8.605720520E0,1.579558104E1
3.375141704E0,-4.498582840E0,-1.295080757E1,-7.904331207E0,1.582526828E1
3.385140670E0,-5.324404716E0,-1.332666397E1,-9.737459183E0,1.734264598E1
3.395139603E0,-5.338079929E0,-1.243117809E1,-1.237014675E1,1.833166159E1
3.405138636E0,-4.287748337E0,-1.173325825E1,-1.447458935E1,1.911982928E1
3.415137636E0,-3.189082384E0,-1.149705601E1,-1.426941490E1,1.860023508E1
3.425136636E0,-2.382022858E0,-1.142321396E1,-1.321562386E1,1.762999047E1
3.435135669E0,-1.888517141E0,-1.139331532E1,-1.189935112E1,1.658217983E1
3.445134735E0,-2.314368486E0,-1.121649361E1,-1.073695755E1,1.569867153E1
3.455133801E0,-2.883532286E0,-1.097569180E1,-1.037483406E1,1.537588211E1
3.465132867E0,-3.313620090E0,-1.117006969E1,-9.343090057E0,1.493465322E1
3.475131933E0,-3.258274317E0,-1.133111763E1,-8.596422195E0,1.459140339E1
3.485130999E0,-3.055095911E0,-1.107450676E1,-7.945083141E0,1.396791527E1
3.495130065E0,-2.417832851E0,-1.086705017E1,-7.089158058E0,1.319828993E1
3.505129031E0,-1.980876684E0,-1.065172672E1,-6.176979065E0,1.247149650E1
3.515128097E0,-1.712449789E0,-1.034799099E1,-6.309043884E0,1.223999332E1
3.525127163E0,-1.813044548E0,-1.024705601E1,-6.536594391E0,1.228887113E1
3.535126163E0,-1.582283258E0,-1.014375019E1,-7.507954597E0,1.271883133E1
3.545125229E0,-1.926900625E0,-1.034414577E1,-7.492925644E0,1.291736167E1
3.555124295E0,-1.920871019E0,-1.070006275E1,-7.495796204E0,1.320484945E1
3.565123395E0,-1.962085605E0,-1.095766926E1,-7.073042870E0,1.318894351E1
3.575122461E0,-1.772215366E0,-1.131071949E1,-6.442061901E0,1.313671512E1
3.585121527E0,-1.830995917E0,-1.130130863E1,-4.726738453E0,1.238604777E1
3.595120593E0,-1.321359396E0,-1.132585430E1,-2.840264082E0,1.175108788E1
3.605119659E0,-7.985010147E-1,-1.126197720E1,-1.375393867E-1,1.129108725E1
3.615118659E0,-1.022242665E0,-1.090944481E1,2.501893044E0,1.123923640E1
3.625117759E0,-7.092659473E-1,-1.067813206E1,5.269272804E0,1.192857067E1
3.635116825E0,-2.920992374E-1,-1.062316132E1,8.495563507E0,1.360556789E1
3.645115825E0,2.009322643E-1,-1.061123180E1,1.038609123E1,1.484956246E1
3.655114858E0,2.267556429E0,-1.113521481E1,1.202019691E1,1.654146169E1
3.665113791E0,3.034428596E0,-1.068242264E1,1.384731197E1,1.775021012E1
3.675112657E0,2.342052460E0,-1.006733894E1,1.508228874E1,1.828419965E1
3.685111523E0,1.303667545E0,-9.091953278E0,1.835898209E1,2.052840439E1
3.695110356E0,6.906700134E-1,-8.578883171E0,2.131383705E1,2.298595030E1
3.705109189E0,1.991387367E0,-8.187459946E0,2.277812004E1,2.428668105E1
3.715107989E0,3.992969513E0,-8.102381706E0,2.461549187E1,2.622050409E1
3.725106722E0,3.794008255E0,-7.837381363E0,2.458179474E1,2.607841402E1
3.735105488E0,1.125834465E1,-8.975305557E0,3.289084625E1,3.590423654E1
3.745104221E0,9.711938858E0,-6.010675907E0,3.689534378E1,3.862274426E1
3.755102887E0,6.023561954E0,-6.326018333E0,2.952559662E1,3.079062621E1
3.765101620E0,4.219026089E0,-6.657214165E0,2.232268333E1,2.367321002E1
3.775100353E0,3.639164925E0,-6.769968987E0,2.189635658E1,2.320617230E1
3.785099019E0,3.376734257E0,-7.245692253E0,2.286002350E1,2.421741243E1
3.795097752E0,3.358510971E0,-7.991778374E0,2.234560585E1,2.396819180E1
3.805096518E0,3.024274349E0,-8.508188248E0,2.160604095E1,2.341701322E1
3.815095251E0,2.704304695E0,-8.934096336E0,1.995455551E1,2.202988032E1
3.825093984E0,2.265537262E0,-9.283657074E0,1.770180130E1,2.011647874E1
3.835092750E0,1.933667898E0,-9.609766006E0,1.600092125E1,1.876475833E1
3.845091516E0,1.567863703E0,-9.905783653E0,1.371154594E1,1.698791449E1
3.855090282E0,1.118290663E0,-1.008715630E1,1.223599434E1,1.589719641E1
3.865088982E0,1.059651852E0,-1.064577103E1,1.062824345E1,1.508028055E1
3.875087748E0,7.772748470E-1,-1.105156898E1,9.038114548E0,1.429786165E1
3.885086514E0,4.335563183E-1,-1.153940868E1,6.972869873E0,1.348950845E1
3.895085214E0,2.984464169E-1,-1.195005798E1,4.965593338E0,1.294411346E1
3.905083980E0,-2.439444065E-1,-1.197044563E1,3.209780693E0,1.239571578E1
3.915082746E0,-8.311898708E-1,-1.162895203E1,1.434676647E0,1.174656115E1
3.925081446E0,-8.397639990E-1,-1.171319771E1,-5.195803642E-1,1.175475086E1
3.935080212E0,-6.956791878E-1,-1.177218628E1,-2.553705215E0,1.206605775E1
3.945078978E0,-4.048264027E-2,-1.167165375E1,-4.582667828E0,1.253913811E1
3.955077744E0,4.371726513E-1,-1.165369415E1,-5.958048820E0,1.309572652E1
3.965076510E0,2.357816696E-1,-1.195468235E1,-7.058375359E0,1.388490856E1
3.975075276E0,-1.137450695E0,-1.228098679E1,-7.128359795E0,1.424534815E1
3.985074042E0,-9.875900149E-1,-1.246483898E1,-6.694373131E0,1.418316525E1
3.995072808E0,-3.568132639E0,-1.241929531E1,-1.190856743E1,1.757226351E1
4.005071508E0,-3.746174335E0,-1.124517345E1,-1.418760395E1,1.848718080E1
4.015070274E0,-3.633679152E0,-1.135844707E1,-1.368413448E1,1.815140437E1
4.025069040E0,-3.400562763E0,-1.142711067E1,-1.445130920E1,1.873454091E1
4.035067740E0,-3.721365690E0,-1.139612484E1,-1.296437550E1,1.765772511E1
4.045066506E0,-4.401260853E0,-1.130543423E1,-1.219328880E1,1.720058813E1
4.055065272E0,-4.889652729E0,-1.122585583E1,-1.193176270E1,1.709665183E1
4.065064005E0,-4.462449074E0,-1.114437866E1,-1.160740757E1,1.669857892E1
4.075062771E0,-3.712709427E0,-1.125745201E1,-1.045370579E1,1.580488538E1
4.085061537E0,-2.773684978E0,-1.127411079E1,-9.198645592E0,1.481262918E1
4.095060303E0,-1.975829124E0,-1.101156712E1,-7.691545963E0,1.357639092E1
4.105059069E0,-1.504558325E0,-1.066274929E1,-6.479866505E0,1.256768030E1
4.115057769E0,-1.231909037E0,-1.065662098E1,-5.920057297E0,1.225268334E1
4.125056535E0,-1.045224905E0,-1.072733593E1,-6.182603836E0,1.242549079E1
4.135055235E0,-1.288867116E0,-1.057072830E1,-6.577071190E0,1.251636292E1
4.145053901E0,-1.418897390E0,-1.054698086E1,-7.439076424E0,1.298429563E1
4.155052634E0,-1.768320680E0,-1.049161339E1,-8.005612373E0,1.331505685E1
4.165051367E0,-1.847338200E0,-1.077633858E1,-8.345539093E0,1.375464119E1
4.175050033E0,-1.853245735E0,-1.092767239E1,-8.758861542E0,1.412679012E1
4.185048766E0,-1.962131023E0,-1.134556580E1,-8.236562729E0,1.415672232E1
4.195047466E0,-2.091109991E0,-1.123921204E1,-8.440222740E0,1.421020718E1
4.205046199E0,-1.761084318E0,-1.209361839E1,-6.473202705E0,1.382965571E1
4.215044932E0,-7.562937140E-1,-1.236784935E1,-4.020045757E0,1.302675883E1
4.225043665E0,6.001418829E-1,-1.220316505E1,-1.142097712E0,1.227117740E1
4.235042398E0,2.404271126E0,-1.180325603E1,1.602364063E0,1.215174651E1
4.245041164E0,3.549287319E0,-1.225826263E1,5.825218201E0,1.402838588E1
4.255039864E0,2.636788845E0,-1.192213249E1,7.918701649E0,1.455320358E1
4.265038630E0,2.611448526E0,-1.293386078E1,1.051527786E1,1.687232902E1
4.275037396E0,1.874889135E0,-1.264372063E1,1.320412064E1,1.837736875E1
4.285036096E0,1.321330547E0,-1.226969624E1,1.581884956E1,2.006308455E1
4.295034862E0,1.000043154E0,-1.154952908E1,1.820672226E1,2.158417114E1
4.305033628E0,1.558122873E0,-1.092119217E1,2.000416565E1,2.284440476E1
4.315032394E0,3.081393719E0,-1.030630112E1,2.160274124E1,2.413282534E1
4.325031160E0,4.663682461E0,-9.507789612E0,2.420066643E1,2.641628764E1
4.335029926E0,6.766646862E0,-8.823709488E0,2.506136513E1,2.741746489E1
4.345028692E0,8.296129227E0,-8.126543999E0,2.623608780E1,2.869144089E1
4.355027425E0,9.399425507E0,-8.111470222E0,2.803437424E1,3.066058199E1
4.365026158E0,8.282230377E0,-8.144666672E0,2.998554039E1,3.215685880E1
4.375024924E0,7.254345894E0,-6.669314384E0,2.936235809E1,3.097181560E1
4.385023690E0,7.305422306E0,-7.105538368E0,2.921463585E1,3.094111857E1
4.395022390E0,7.348406315E0,-7.107858658E0,2.918236923E1,3.092137455E1
4.405021156E0,6.875099182E0,-6.855404377E0,2.619622612E1,2.793753427E1
4.415019922E0,6.598351002E0,-6.878344536E0,2.414176369E1,2.595524250E1
4.425018622E0,6.073487759E0,-7.125389576E0,2.199942589E1,2.390885128E1
4.435017422E0,6.147802830E0,-7.387426376E0,2.210176277E1,2.410098475E1
4.445016222E0,4.953478336E0,-8.112959862E0,1.701833153E1,1.949309296E1
4.455015022E0,4.329657078E0,-8.481549263E0,1.451774597E1,1.736224514E1
4.465013855E0,3.663308144E0,-8.888833046E0,1.285758781E1,1.605455524E1
4.475012755E0,2.969639778E0,-9.407868385E0,1.146886158E1,1.512817021E1
4.485011655E0,1.990557671E0,-1.013829041E1,1.000297546E1,1.438077781E1
4.495010588E0,1.703467846E0,-1.089421654E1,8.702334404E0,1.404693492E1
4.505009421E0,1.246006727E0,-1.174654961E1,6.906956673E0,1.368356718E1
4.515008321E0,3.879897594E-1,-1.221795845E1,5.017490387E0,1.321379032E1
4.525007221E0,-5.833745003E-1,-1.253325176E1,3.238028049E0,1.295791462E1
4.535006054E0,-1.430621028E0,-1.256878662E1,1.178409100E0,1.270471258E1
4.545004920E0,-2.195238829E0,-1.226021385E1,-1.173945904E0,1.251039832E1
4.555003786E0,-2.163400888E0,-1.213505268E1,-2.898926020E0,1.266268451E1
4.565002652E0,-1.311729431E0,-1.161866474E1,-5.132142544E0,1.276921656E1
4.575001518E0,-3.235741854E-1,-1.155000877E1,-6.717214584E0,1.336519265E1
4.585000384E0,-2.765754461E-1,-1.131456184E1,-7.743327618E0,1.371331201E1
4.594999250E0,-6.694980860E-1,-1.136666489E1,-8.518133163E0,1.421998210E1
4.604998116E0,-1.718001604E0,-1.178800201E1,-8.861769676E0,1.484720454E1
4.614996916E0,-2.711084127E0,-1.244439983E1,-9.303972244E0,1.577266509E1
4.624995782E0,-3.605019093E0,-1.229603958E1,-1.191744995E1,1.749898184E1
4.634994648E0,-3.890714407E0,-1.129269600E1,-1.512583351E1,1.927312847E1
4.644993448E0,-3.613593578E0,-1.066649818E1,-1.631395912E1,1.982366021E1
4.654992314E0,-3.386222839E0,-1.091012955E1,-1.612986374E1,1.976537215E1
4.664991180E0,-3.175315857E0,-1.113913822E1,-1.570084190E1,1.951100888E1
4.674989980E0,-3.245323658E0,-1.117157364E1,-1.503898907E1,1.901334730E1
4.684988846E0,-3.324184418E0,-1.140231609E1,-1.373656654E1,1.815919257E1
4.694987712E0,-3.223263264E0,-1.141669846E1,-1.324226475E1,1.777886401E1
4.704986578E0,-2.773763180E0,-1.149430656E1,-1.229559422E1,1.705856039E1
4.714985411E0,-2.138129711E0,-1.149266911E1,-1.103599739E1,1.607626450E1
4.724984277E0,-1.138896465E0,-1.159959793E1,-8.882440567E0,1.465419762E1
4.734983143E0,-3.246442676E-1,-1.164281559E1,-7.674328804E0,1.394832862E1
4.744981976E0,-1.455312967E-1,-1.133852100E1,-6.486488819E0,1.306360498E1
4.754980742E0,-1.520329714E-1,-1.127000141E1,-6.304833889E0,1.291460322E1
4.764979542E0,-3.209667206E-1,-1.146135998E1,-6.648904800E0,1.325419659E1
4.774978275E0,-7.254534960E-1,-1.181832981E1,-7.289728165E0,1.390465170E1
4.784976908E0,-1.191390872E0,-1.235175514E1,-8.506061554E0,1.504454554E1
4.794975641E0,-1.635156155E0,-1.294445801E1,-8.247501373E0,1.543547886E1
4.804974374E0,-1.747509241E0,-1.367114639E1,-6.797005177E0,1.536728055E1
4.814973107E0,-1.168868542E0,-1.432723236E1,-4.870051384E0,1.517739244E1
4.824971840E0,-7.623269558E-1,-1.416207027E1,-1.890123606E0,1.430796785E1
4.834970573E0,2.492668629E-1,-1.340919304E1,1.685783386E0,1.351704323E1
4.844969306E0,1.803084135E0,-1.281439686E1,6.119359493E0,1.431455343E1
4.854968039E0,1.351243973E0,-1.203574181E1,9.129853249E0,1.516704195E1
4.864966739E0,2.282985687E0,-1.219060898E1,1.226159000E1,1.744045757E1
4.874965472E0,1.972811460E0,-1.181125832E1,1.200994110E1,1.695984945E1
4.884964238E0,3.365134239E0,-1.144646740E1,1.700784683E1,2.077528816E1
4.894962938E0,4.298769474E0,-1.137092400E1,1.700942421E1,2.090688507E1
4.904961704E0,4.807954311E0,-1.020897293E1,2.053495979E1,2.343126387E1
4.914960470E0,4.551378250E0,-9.375698090E0,2.268052101E1,2.496046458E1
4.924959170E0,4.749720573E0,-8.543928146E0,2.394219971E1,2.586092575E1
4.934957936E0,5.328819752E0,-8.024877548E0,2.566954041E1,2.741751783E1
4.944956669E0,5.851724625E0,-7.575337887E0,2.653635406E1,2.821004276E1
4.954955469E0,6.829462528E0,-7.389806271E0,2.778775024E1,2.955350840E1
4.964954235E0,7.584781647E0,-7.188059807E0,2.908230400E1,3.090271060E1
4.974953001E0,7.693416119E0,-7.165769100E0,3.013089943E1,3.191250537E1
4.984951767E0,7.329997540E0,-7.270113468E0,3.074545670E1,3.243249175E1
4.994950533E0,6.861402512E0,-7.584045410E0,3.026214600E1,3.194360765E1
5.004949199E0,6.287066460E0,-7.946784973E0,2.853778648E1,3.028339237E1
5.014947999E0,5.437537670E0,-8.004993439E0,2.573987007E1,2.749886629E1
5.024946765E0,4.858859539E0,-8.037745476E0,2.226658249E1,2.416639328E1
5.034945465E0,4.900017262E0,-8.432784081E0,1.944129562E1,2.175054004E1
5.044944231E0,5.054839611E0,-9.050996780E0,1.599230766E1,1.905848500E1
5.054942997E0,4.874756813E0,-9.813081741E0,1.308041954E1,1.706332918E1
5.064941763E0,4.125144005E0,-1.049449730E1,1.027148628E1,1.525302321E1
5.074940529E0,3.502561569E0,-1.118382645E1,7.241764069E0,1.377639497E1
5.084939329E0,2.534065723E0,-1.192060089E1,3.724799156E0,1.274348239E1
5.094938095E0,1.149862289E0,-1.175967216E1,2.417363644E0,1.206050246E1
5.104936861E0,-9.164438248E-1,-1.123186874E1,4.281282425E-1,1.127732409E1
5.114935561E0,-2.219015598E0,-1.162238598E1,-3.049943447E0,1.221908512E1
5.124934327E0,-2.449016571E0,-1.205986214E1,-6.595531940E0,1.396205567E1
5.134933093E0,-1.444693327E0,-1.195483685E1,-9.948955536E0,1.562008256E1
5.144931793E0,-9.984387755E-1,-1.205585289E1,-1.341154289E1,1.806128322E1
5.154930559E0,-1.570479870E0,-1.180343151E1,-1.592445087E1,1.988405236E1
5.164929292E0,-2.914238930E0,-1.134051704E1,-1.869594765E1,2.205988608E1
5.174927992E0,-3.672224045E0,-1.111333752E1,-1.909848213E1,2.239963214E1
5.184926725E0,-4.402359486E0,-1.088239861E1,-1.860787201E1,2.200136971E1
5.194925458E0,-4.658477783E0,-1.059592152E1,-1.673353958E1,2.034665366E1
5.204924191E0,-4.491228104E0,-1.045146179E1,-1.499627972E1,1.882266158E1
5.214922924E0,-4.026708126E0,-1.039716625E1,-1.427090645E1,1.811005840E1
5.224921657E0,-3.729704142E0,-1.023406029E1,-1.404399109E1,1.777302362E1
5.234920390E0,-3.205413818E0,-1.038037682E1,-1.403165913E1,1.774582651E1
5.244919156E0,-2.686184883E0,-1.056151676E1,-1.407713985E1,1.780244624E1
5.254917822E0,-2.234141350E0,-1.079462051E1,-1.374189091E1,1.761688921E1
5.264916555E0,-1.827300191E0,-1.121940994E1,-1.305832672E1,1.731282999E1
5.274915321E0,-1.744063854E0,-1.149668217E1,-1.226789284E1,1.690315516E1
5.284914021E0,-1.560466290E0,-1.186538601E1,-1.134664059E1,1.649147334E1
5.294912787E0,-1.323213696E0,-1.236415958E1,-1.058271599E1,1.632841739E1
5.304911587E0,-9.919635653E-1,-1.287476349E1,-1.013963699E1,1.641815352E1
5.314910353E0,-9.996113181E-1,-1.329711056E1,-9.586536407E0,1.642297331E1
5.324909119E0,-1.314643621E0,-1.377758980E1,-7.922432423E0,1.594726321E1
5.334907885E0,-1.665197849E0,-1.382968140E1,-5.720281601E0,1.505837285E1
5.344906651E0,-1.628370285E0,-1.364385796E1,-2.011977673E0,1.388720648E1
5.354905417E0,-1.713221192E0,-1.323609924E1,2.946327686E0,1.366785634E1
5.364904117E0,-6.914737225E-1,-1.244651222E1,8.927460670E0,1.533275437E1
5.374902883E0,6.750552654E-1,-1.107242775E1,1.418498802E1,1.800744960E1
5.384901649E0,2.556528330E0,-9.787912369E0,1.922827911E1,2.172707489E1
5.394900349E0,4.364881516E0,-9.196312904E0,2.109012222E1,2.341831798E1
5.404899115E0,6.104423523E0,-9.394234657E0,1.979188156E1,2.274278363E1
5.414897881E0,8.350492477E0,-7.601991653E0,2.200250626E1,2.473118039E1
5.424896647E0,8.372072220E0,-7.816296101E0,2.567972946E1,2.811822511E1
5.434895413E0,7.581502914E0,-7.635679245E0,2.640450096E1,2.851281212E1
5.444894179E0,6.200219154E0,-7.454477310E0,2.971156693E1,3.125362633E1
5.454892945E0,6.329823971E0,-7.833370686E0,3.133998299E1,3.291842799E1
5.464891711E0,6.715289593E0,-8.470713615E0,3.295957947E1,3.468691370E1
5.474890477E0,6.538997650E0,-8.814758301E0,3.194013786E1,3.377322698E1
5.484889243E0,6.745468140E0,-9.182691574E0,3.121929741E1,3.323353270E1
5.494888043E0,6.273092270E0,-9.509298325E0,2.842230988E1,3.062035499E1
5.504886876E0,4.929525852E0,-9.832372665E0,2.373505783E1,2.615967790E1
5.514885776E0,4.245695591E0,-1.035923004E1,2.056476402E1,2.341471967E1
5.524884742E0,3.366951942E0,-1.092278290E1,1.692884445E1,2.042619216E1
5.534883675E0,2.551118851E0,-1.143967915E1,1.340634918E1,1.780743285E1
5.544882675E0,2.042151451E0,-1.183771706E1,9.887950897E0,1.555871141E1
5.554881675E0,1.785278320E0,-1.209626961E1,6.174664497E0,1.369793557E1
5.564880708E0,1.364406824E0,-1.199870872E1,3.417221546E0,1.255021992E1
5.574879741E0,2.558269501E-1,-1.140465927E1,2.127612114E0,1.160424206E1
5.584878841E0,-9.901940823E-1,-1.111688519E1,1.914978027E-1,1.116253967E1
5.594877941E0,-2.196860313E0,-1.104113865E1,-3.283171654E0,1.172655764E1
5.604877041E0,-1.938045382E0,-1.090713310E1,-6.202200890E0,1.269601781E1
5.614876074E0,-8.150080442E-1,-1.055596352E1,-9.861522675E0,1.446866384E1
5.624875174E0,-4.457259178E-1,-1.016329002E1,-1.444270802E1,1.766586965E1
5.634874274E0,-5.234254599E-1,-1.017252541E1,-1.742647934E1,2.018505461E1
5.644873307E0,-1.305237532E0,-9.915417671E0,-1.980229759E1,2.218445723E1
5.654872407E0,-2.679769993E0,-9.865236282E0,-2.074451828E1,2.312658844E1
5.664871507E0,-3.245927334E0,-9.886497498E0,-2.055247307E1,2.303655847E1
5.674870607E0,-3.580612183E0,-1.005471992E1,-1.972777748E1,2.242996613E1
5.684869707E0,-3.826498985E0,-9.912919998E0,-1.852457047E1,2.135574368E1
5.694868807E0,-3.378841877E0,-1.004429340E1,-1.806267738E1,2.094193679E1
5.704867907E0,-2.397284746E0,-1.000810051E1,-1.731739807E1,2.014451106E1
5.714867007E0,-7.414326072E-1,-1.009224987E1,-1.678479385E1,1.959929934E1
5.724866040E0,8.022956848E-1,-1.011196232E1,-1.573001671E1,1.871707472E1
5.734865140E0,1.651185870E0,-1.011362934E1,-1.455083179E1,1.779715200E1
5.744864240E0,1.936438918E0,-1.026636600E1,-1.312601566E1,1.677618413E1
5.754863273E0,1.547278047E0,-1.052071571E1,-1.207612038E1,1.609074926E1
5.764862373E0,8.970712423E-1,-1.093118000E1,-1.144432259E1,1.585143377E1
5.774861473E0,2.354165316E-1,-1.125312805E1,-1.090083504E1,1.566896667E1
5.784860506E0,-1.159901619E-1,-1.153344536E1,-9.944959641E0,1.522944640E1
5.794859572E0,2.212245464E-1,-1.171281624E1,-7.941890717E0,1.415318454E1
5.804858538E0,5.647614002E-1,-1.180403996E1,-3.420546293E0,1.230261971E1
5.814857504E0,7.295835018E-1,-1.156019402E1,1.143026829E0,1.163945394E1
5.824856404E0,1.137147665E0,-1.099638557E1,8.869467735E0,1.417325151E1
5.834855270E0,1.956912994E0,-1.062319374E1,1.433945847E1,1.795276644E1
5.844854136E0,3.040118933E0,-1.071644592E1,1.935206604E1,2.232906170E1
5.854853002E0,4.106745720E0,-1.092205334E1,2.196579361E1,2.487273002E1
5.864851768E0,6.244602203E0,-1.124996948E1,2.317014122E1,2.650306235E1
5.874850568E0,5.761918545E0,-1.001628685E1,2.704660797E1,2.941164243E1
5.884849301E0,6.173065662E0,-1.092835236E1,2.953427505E1,3.209063770E1
5.894847967E0,5.950152397E0,-1.103607655E1,3.279349518E1,3.510858335E1
5.904846667E0,6.020534515E0,-1.094237518E1,3.590249252E1,3.801277917E1
5.914845400E0,7.199641228E0,-1.114115906E1,3.709185791E1,3.939246352E1
5.924844133E0,8.628719330E0,-1.101320171E1,3.600093460E1,3.862399127E1
5.934842899E0,8.885295868E0,-1.033253765E1,3.331053925E1,3.599030205E1
5.944841665E0,8.129686356E0,-9.900257111E0,2.997496414E1,3.259762823E1
5.954840431E0,6.725920677E0,-9.834848404E0,2.654960251E1,2.910057809E1
5.964839197E0,5.147710323E0,-1.030323410E1,2.292504883E1,2.565567029E1
5.974837897E0,4.009462357E0,-1.100326157E1,1.996516228E1,2.314638759E1
5.984836663E0,3.111053467E0,-1.166185665E1,1.646985245E1,2.041895183E1
5.994835429E0,2.838133335E0,-1.227601814E1,1.379845810E1,1.868563802E1
6.004834129E0,2.493611813E0,-1.269334984E1,1.085412788E1,1.688642420E1
6.014832895E0,2.368327856E0,-1.304985428E1,7.568799496E0,1.527070396E1
6.024831661E0,2.233536005E0,-1.297610283E1,5.050190449E0,1.410221087E1
6.034830361E0,1.897171021E0,-1.304376698E1,2.483948231E0,1.341302030E1
6.044829127E0,7.412197590E-1,-1.284285355E1,-1.362545013E0,1.293618270E1
6.054827893E0,4.752371311E-1,-1.285631180E1,-4.855596066E0,1.375090603E1
6.064826626E0,4.603772163E-1,-1.261810970E1,-8.545928955E0,1.524668952E1
6.074825392E0,-3.806562424E-1,-1.243257904E1,-1.165891075E1,1.704828791E1
6.084824158E0,-1.571786523E0,-1.220619488E1,-1.458533287E1,1.908385813E1
6.094822924E0,-2.661467075E0,-1.235750580E1,-1.701803207E1,2.119916914E1
6.104821690E0,-3.674711704E0,-1.205546188E1,-1.825922012E1,2.218640996E1
6.114820390E0,-3.973001003E0,-1.200658035E1,-1.845507622E1,2.237258472E1
6.124819123E0,-3.949479818E0,-1.222512054E1,-1.941948700E1,2.328451070E1
6.134817889E0,-3.390248775E0,-1.189683723E1,-2.018818474E1,2.367680988E1
6.144816589E0,-4.203067780E0,-1.077726555E1,-1.780302238E1,2.123117607E1
6.154815355E0,-2.638091803E0,-1.081809044E1,-1.955388832E1,2.250211451E1
6.164814121E0,-2.778773546E0,-1.067031002E1,-1.914107895E1,2.208977143E1
6.174812887E0,-1.993580818E0,-1.086573315E1,-1.761862564E1,2.079554017E1
6.184811653E0,-9.194869995E-1,-1.077018929E1,-1.648444557E1,1.971241688E1
6.194810386E0,-4.018926024E-1,-1.050986576E1,-1.396794605E1,1.748491673E1
6.204809186E0,6.390619278E-2,-1.091266727E1,-1.167005634E1,1.597750312E1
6.214807952E0,1.332868338E-1,-1.073343754E1,-9.995107651E0,1.466719550E1
6.224806652E0,2.738515139E-1,-1.064181995E1,-8.362771988E0,1.353732920E1
6.234805385E0,3.089352846E-1,-1.068771362E1,-7.541184425E0,1.308404089E1
6.244804118E0,3.649863005E-1,-1.083725357E1,-7.057864189E0,1.293803412E1
6.254802784E0,2.387295961E-1,-1.110846519E1,-6.933900833E0,1.309709783E1
6.264801517E0,-3.447808027E-1,-1.125663376E1,-6.987837791E0,1.325369965E1
6.274800250E0,-9.866181612E-1,-1.161381531E1,-6.419566631E0,1.330657571E1
6.284798916E0,-1.001384735E0,-1.212832737E1,-4.029096603E0,1.281923226E1
6.294797649E0,-9.486640692E-1,-1.210604095E1,-1.244069576E0,1.220671537E1
6.304796382E0,-5.549981594E-1,-1.183851242E1,2.081082821E0,1.203284276E1
6.314795115E0,2.369332314E-1,-1.158673477E1,6.728260040E0,1.340067324E1
6.324793848E0,1.269530773E0,-1.176313972E1,9.407720566E0,1.511583179E1
6.334792614E0,1.790230751E0,-1.155240440E1,1.248577309E1,1.710431242E1
6.344791380E0,3.227511406E0,-1.171297646E1,1.563458061E1,1.980027167E1
6.354790113E0,3.988428593E0,-1.170829582E1,1.788020706E1,2.174151693E1
6.364788846E0,4.372616291E0,-1.151130867E1,2.082343674E1,2.419184817E1
6.374787612E0,4.143646717E0,-1.087232971E1,2.461854172E1,2.722957873E1
6.384786378E0,4.482117653E0,-1.128665924E1,2.687977791E1,2.949577115E1
6.394785078E0,4.765106678E0,-1.100951195E1,2.665875244E1,2.923362237E1
6.404783844E0,4.980014801E0,-1.092804146E1,2.824016571E1,3.068761309E1
6.414782577E0,4.570259094E0,-9.855049133E0,2.792159843E1,2.996038920E1
6.424781377E0,4.821983337E0,-9.219526291E0,2.750862885E1,2.941047176E1
6.434780143E0,4.923637390E0,-8.654297829E0,2.742889404E1,2.918018685E1
6.444778909E0,5.466995716E0,-8.832067490E0,2.770635796E1,2.958945301E1
6.454777675E0,5.735952377E0,-9.090565681E0,2.758741951E1,2.960752015E1
6.464776441E0,6.196932793E0,-9.468982697E0,2.636750031E1,2.869335605E1
6.474775141E0,6.076584339E0,-9.617765427E0,2.497019005E1,2.743969169E1
6.484773907E0,5.455132484E0,-9.797194481E0,2.269918823E1,2.531791138E1
6.494772707E0,4.567730427E0,-1.009462357E1,2.054196930E1,2.333962487E1
6.504771407E0,3.705416679E0,-1.063325691E1,1.834513283E1,2.152533772E1
6.514770173E0,2.854052544E0,-1.133294296E1,1.628199005E1,2.004206606E1
6.524768939E0,2.149326324E0,-1.231779957E1,1.334634209E1,1.828859308E1
6.534767639E0,1.714351177E0,-1.297778034E1,1.151294327E1,1.743300448E1
6.544766405E0,1.242834091E0,-1.358914471E1,9.077583313E0,1.638938709E1
6.554765171E0,7.666652203E-1,-1.397263908E1,6.609804153E0,1.547617296E1
6.564763937E0,2.191891670E-1,-1.413827896E1,4.308179855E0,1.478172485E1
